dataset	classifier	accuracy	precision	recall	f1score	metric	time_budget	full	methods
AP_Omentum_Ovary	 random_forest	0.782608695652174	0.7652173913043478	0.782608695652174	0.8648648648648648	binary	60	True	['adaboost', 'bernoulli_nb', 'decision_tree', 'extra_trees', 'gaussian_nb', 'gradient_boosting', 'k_nearest_neighbors', 'lda', 'liblinear_svc', 'libsvm_svc', 'multinomial_nb', 'passive_aggressive', 'qda', 'random_forest', 'sgd']
AP_Omentum_Ovary	 random_forest	0.7971014492753623	0.7874699014129298	0.7971014492753623	0.8703703703703703	binary	60	False	['decision_tree', 'random_forest', 'libsvm_svc']
AP_Omentum_Ovary	 decision_tree	0.6956521739130435	0.6912128146453089	0.6956521739130435	0.7878787878787878	binary	60	False	['decision_tree']
AP_Omentum_Ovary	 random_forest	0.7101449275362319	0.7288244766505635	0.7101449275362319	0.7872340425531914	binary	60	False	['random_forest']
AP_Omentum_Ovary	 libsvm_svc	0.8840579710144928	0.8795147880605152	0.8840579710144928	0.9285714285714286	binary	60	False	['libsvm_svc']
AP_Omentum_Ovary	 random_forest	0.7391304347826086	0.7342527962324447	0.7391304347826086	0.8	binary	10	True	['adaboost', 'bernoulli_nb', 'decision_tree', 'extra_trees', 'gaussian_nb', 'gradient_boosting', 'k_nearest_neighbors', 'lda', 'liblinear_svc', 'libsvm_svc', 'multinomial_nb', 'passive_aggressive', 'qda', 'random_forest', 'sgd']
AP_Omentum_Ovary	 random_forest	0.7391304347826086	0.7391304347826086	0.7391304347826086	0.82	binary	10	False	['decision_tree', 'random_forest', 'libsvm_svc']
AP_Omentum_Ovary	 decision_tree	0.8260869565217391	0.822013829686464	0.8260869565217391	0.8799999999999999	binary	10	False	['decision_tree']
AP_Omentum_Ovary	 random_forest	0.8695652173913043	0.8762541806020068	0.8695652173913043	0.9142857142857143	binary	10	False	['random_forest']
AP_Omentum_Ovary	 libsvm_svc	0.782608695652174	0.7860162180814354	0.782608695652174	0.845360824742268	binary	10	False	['libsvm_svc']
AP_Omentum_Ovary	 gradient_boosting	0.855072463768116	0.855072463768116	0.855072463768116	0.9019607843137255	binary	30	True	['adaboost', 'bernoulli_nb', 'decision_tree', 'extra_trees', 'gaussian_nb', 'gradient_boosting', 'k_nearest_neighbors', 'lda', 'liblinear_svc', 'libsvm_svc', 'multinomial_nb', 'passive_aggressive', 'qda', 'random_forest', 'sgd']
AP_Omentum_Ovary	 random_forest	0.7536231884057971	0.7502415458937198	0.7536231884057971	0.8282828282828282	binary	30	False	['decision_tree', 'random_forest', 'libsvm_svc']
AP_Omentum_Ovary	 decision_tree	0.6521739130434783	0.42533081285444235	0.6521739130434783	0.7894736842105263	binary	30	False	['decision_tree']
AP_Omentum_Ovary	 random_forest	0.7971014492753623	0.797644927536232	0.7971014492753623	0.8793103448275861	binary	30	False	['random_forest']
AP_Omentum_Ovary	 libsvm_svc	0.8260869565217391	0.8231884057971014	0.8260869565217391	0.8823529411764706	binary	30	False	['libsvm_svc']
AP_Omentum_Ovary	 gradient_boosting	0.7971014492753623	0.7900845957111943	0.7971014492753623	0.86	binary	60	True	['adaboost', 'bernoulli_nb', 'decision_tree', 'extra_trees', 'gaussian_nb', 'gradient_boosting', 'k_nearest_neighbors', 'lda', 'liblinear_svc', 'libsvm_svc', 'multinomial_nb', 'passive_aggressive', 'qda', 'random_forest', 'sgd']
AP_Omentum_Ovary	 random_forest	0.7101449275362319	0.6996491228070176	0.7101449275362319	0.7916666666666667	binary	60	False	['decision_tree', 'random_forest', 'libsvm_svc']
AP_Omentum_Ovary	 decision_tree	0.855072463768116	0.8476989575387744	0.855072463768116	0.9090909090909091	binary	60	False	['decision_tree']
AP_Omentum_Ovary	 random_forest	0.7971014492753623	0.7971014492753623	0.7971014492753623	0.8703703703703703	binary	60	False	['random_forest']
AP_Omentum_Ovary	 libsvm_svc	0.8985507246376812	0.8966203373722974	0.8985507246376812	0.9401709401709402	binary	60	False	['libsvm_svc']
