dataset	classifier	accuracy	precision	recall	f1score	metric	time_budget	full	methods
AP_Omentum_Ovary	 gradient_boosting	0.8115942028985508	0.8236283643892339	0.8115942028985508	0.8686868686868686	binary	10	True	['adaboost', 'bernoulli_nb', 'decision_tree', 'extra_trees', 'gaussian_nb', 'gradient_boosting', 'k_nearest_neighbors', 'lda', 'liblinear_svc', 'libsvm_svc', 'multinomial_nb', 'passive_aggressive', 'qda', 'random_forest', 'sgd']
AP_Omentum_Ovary	 random_forest	0.7971014492753623	0.8414855072463768	0.7971014492753623	0.8771929824561403	binary	10	False	['decision_tree', 'random_forest', 'libsvm_svc']
AP_Omentum_Ovary	 decision_tree	0.7101449275362319	0.6938271604938271	0.7101449275362319	0.7999999999999999	binary	10	False	['decision_tree']
AP_Omentum_Ovary	 random_forest	0.8695652173913043	0.8636698599852616	0.8695652173913043	0.9203539823008849	binary	10	False	['random_forest']
AP_Omentum_Ovary	 libsvm_svc	0.6956521739130435	0.4839319470699433	0.6956521739130435	0.8205128205128205	binary	10	False	['libsvm_svc']
AP_Omentum_Ovary	 gradient_boosting	0.855072463768116	0.8637172641749301	0.855072463768116	0.9056603773584905	binary	30	True	['adaboost', 'bernoulli_nb', 'decision_tree', 'extra_trees', 'gaussian_nb', 'gradient_boosting', 'k_nearest_neighbors', 'lda', 'liblinear_svc', 'libsvm_svc', 'multinomial_nb', 'passive_aggressive', 'qda', 'random_forest', 'sgd']
AP_Omentum_Ovary	 libsvm_svc	0.7536231884057971	0.7448899371069182	0.7536231884057971	0.8282828282828283	binary	30	False	['decision_tree', 'random_forest', 'libsvm_svc']
AP_Omentum_Ovary	 decision_tree	0.782608695652174	0.8301242236024845	0.782608695652174	0.8571428571428571	binary	30	False	['decision_tree']
AP_Omentum_Ovary	 random_forest	0.782608695652174	0.7975155279503106	0.782608695652174	0.8484848484848485	binary	30	False	['random_forest']
AP_Omentum_Ovary	 libsvm_svc	0.7681159420289855	0.7900161030595814	0.7681159420289855	0.8333333333333334	binary	30	False	['libsvm_svc']
AP_Omentum_Ovary	 gradient_boosting	0.8260869565217391	0.8445430346051465	0.8260869565217391	0.8823529411764707	binary	60	True	['adaboost', 'bernoulli_nb', 'decision_tree', 'extra_trees', 'gaussian_nb', 'gradient_boosting', 'k_nearest_neighbors', 'lda', 'liblinear_svc', 'libsvm_svc', 'multinomial_nb', 'passive_aggressive', 'qda', 'random_forest', 'sgd']
AP_Omentum_Ovary	 random_forest	0.8115942028985508	0.8100912506709609	0.8115942028985508	0.8712871287128713	binary	60	False	['decision_tree', 'random_forest', 'libsvm_svc']
AP_Omentum_Ovary	 decision_tree	0.7391304347826086	0.7341269841269842	0.7391304347826086	0.8085106382978724	binary	60	False	['decision_tree']
AP_Omentum_Ovary	 random_forest	0.8115942028985508	0.8090465293668955	0.8115942028985508	0.8686868686868686	binary	60	False	['random_forest']
AP_Omentum_Ovary	 libsvm_svc	0.7971014492753623	0.8469361810322908	0.7971014492753623	0.86	binary	60	False	['libsvm_svc']
AP_Omentum_Ovary	 extra_trees	0.7391304347826086	0.789049919484702	0.7391304347826086	0.8163265306122449	binary	10	True	['adaboost', 'bernoulli_nb', 'decision_tree', 'extra_trees', 'gaussian_nb', 'gradient_boosting', 'k_nearest_neighbors', 'lda', 'liblinear_svc', 'libsvm_svc', 'multinomial_nb', 'passive_aggressive', 'qda', 'random_forest', 'sgd']
AP_Omentum_Ovary	 random_forest	0.6666666666666666	0.4444444444444444	0.6666666666666666	0.8	binary	10	False	['decision_tree', 'random_forest', 'libsvm_svc']
AP_Omentum_Ovary	 decision_tree	0.6231884057971014	0.6491464132537212	0.6231884057971014	0.7346938775510204	binary	10	False	['decision_tree']
AP_Omentum_Ovary	 random_forest	0.7101449275362319	0.6878972794304602	0.7101449275362319	0.8076923076923077	binary	10	False	['random_forest']
AP_Omentum_Ovary	 libsvm_svc	0.7246376811594203	0.7571866539257844	0.7246376811594203	0.8041237113402062	binary	10	False	['libsvm_svc']
AP_Omentum_Ovary	 gradient_boosting	0.7681159420289855	0.7589896089691004	0.7681159420289855	0.8400000000000001	binary	30	True	['adaboost', 'bernoulli_nb', 'decision_tree', 'extra_trees', 'gaussian_nb', 'gradient_boosting', 'k_nearest_neighbors', 'lda', 'liblinear_svc', 'libsvm_svc', 'multinomial_nb', 'passive_aggressive', 'qda', 'random_forest', 'sgd']
AP_Omentum_Ovary	 random_forest	0.8405797101449275	0.8407322654462241	0.8405797101449275	0.8842105263157894	binary	30	False	['decision_tree', 'random_forest', 'libsvm_svc']
AP_Omentum_Ovary	 decision_tree	0.7971014492753623	0.635370720436883	0.7971014492753623	0.8870967741935484	binary	30	False	['decision_tree']
AP_Omentum_Ovary	 random_forest	0.8405797101449275	0.8375133485888634	0.8405797101449275	0.8865979381443299	binary	30	False	['random_forest']
AP_Omentum_Ovary	 libsvm_svc	0.7101449275362319	0.7592621870882741	0.7101449275362319	0.7916666666666666	binary	30	False	['libsvm_svc']
