,dataset,sklearn_accuracy_mean,sklearn_f1_score_mean,sklearn_precision_mean,sklearn_recall_mean,sklearn_time_mean,sklearn_e_accuracy_mean,sklearn_e_f1_score_mean,sklearn_e_precision_mean,sklearn_e_recall_mean,sklearn_e_time_mean,sklearn_m_accuracy_mean,sklearn_m_f1_score_mean,sklearn_m_precision_mean,sklearn_m_recall_mean,sklearn_m_time_mean,sklearn_v_accuracy_mean,sklearn_v_f1_score_mean,sklearn_v_precision_mean,sklearn_v_recall_mean,sklearn_v_time_mean,autoweka_accuracy_mean,autoweka_f1_score_mean,autoweka_precision_mean,autoweka_recall_mean,autoweka_time_mean,recipe_valid_acc,recipe_valid_precision,recipe_valid_recall,recipe_valid_f1,recipe_train_acc,recipe_train_precision,recipe_train_recall,recipe_train_f1,recipe_test_acc,recipe_test_precision,recipe_test_recall,recipe_test_f1,smartml_model,smartml_train_acc,smartml_valid_acc,tpot_accuracy_mean,tpot_f1_score_mean,tpot_precision_mean,tpot_recall_mean,tpot_time_mean
14,churn,0.9592,0.957342907463362,0.9584886672839946,0.9592,,0.9592,0.9578350916076286,0.9581203224354112,0.9592,,0.948,0.94461853307785,0.946928488791973,0.948,,0.948,0.94461853307785,0.946928488791973,0.948,,0.9216,0.9124903157672404,0.9183693913043476,0.9216,,0.9635555555555556,0.9627818073959324,0.9635555555555556,0.9629109696121896,0.9906666666666668,0.990637212391109,0.9906666666666668,0.990648383437116,0.9568,0.9555898758176129,0.9568,0.9557862028095564,bagging,0.9376,"0.9424
",0.9608,0.9590157346216612,0.9602548329653108,0.9608,
15,cifar-10,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,bagging,1.0,"0.223533333333333
",,,,,
16,connect-4,0.8181961713045194,0.8025299599011708,0.798508841717509,0.8181961713045194,,0.8130649299388198,0.7924792866631019,0.7891240322189864,0.8130649299388198,,0.8004736530491415,0.7699151308490215,0.7735129729059462,0.8004736530491415,,0.8124925991711072,0.7895119454595981,0.7889655854790009,0.8124925991711072,,0.7069271758436945,0.6539400220472215,0.6637036715960829,0.7069271758436945,,,,,,,,,,,,,,c50,0.922336037262913,"0.838247483718176
",,,,,
5,CovPokElec,0.444833764791883,0.27390982010643,0.1978770782989204,0.444833764791883,,0.5005569571088063,0.4469363236457285,0.4611149430887396,0.5005569571088063,,0.444833764791883,0.27390982010643,0.1978770782989204,0.444833764791883,,0.4909054766838334,0.4193310230197416,0.3989018492868394,0.4909054766838334,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
17,dataset_183_adult,0.8325007506892691,0.8025378126276207,0.8410960867999909,0.8325007506892691,,0.8552944066824993,0.8519579682417069,0.8505793211976609,0.8552944066824993,,0.8552944066824993,0.8515142501637153,0.8500826812899698,0.8552944066824993,,0.8537930281440231,0.8483094221110452,0.8474531408367231,0.8537930281440231,,0.8455490950782082,0.8398098650387092,0.8384656237980112,0.8455490950782082,,,,,,,,,,,,,,randomForest,0.8769348366137969,"0.855540086806977
",0.8587885240084078,0.8546197900745551,0.8534344093676935,0.8587885240084078,
18,dataset_185_yeast,0.5956873315363881,0.5895131238961067,0.6006599378854726,0.5956873315363881,,0.5929919137466307,0.5880288671517055,0.5971158732198095,0.5929919137466307,,0.5579514824797843,0.5542754157656189,0.5638373335804658,0.5579514824797843,,0.5705300988319856,0.5645405900039114,0.5710168898831175,0.5705300988319856,,0.5831087151841868,0.5754426959312665,0.5814435471103176,0.5831087151841868,,0.6047904191616766,0.5992943838394242,0.6047904191616766,0.598556407010714,0.8921832884097035,0.8926841046964895,0.8921832884097035,0.8914172307162227,0.4690026954177898,0.5086139229169975,0.4690026954177898,0.4585006463847661,bagging,0.676549865229111,"0.584905660377358
",0.6064690026954178,0.5972505381447442,0.6041897694699778,0.6064690026954178,
19,dataset_186_satimage,0.9168739635157546,0.9161097948655512,0.9161040195511744,0.9168739635157546,,0.904436152570481,0.9025941954209512,0.9030371287063844,0.904436152570481,,0.9187396351575456,0.9182104622055179,0.9180717833075822,0.9187396351575456,,0.9046434494195688,0.9029191126471616,0.9028640534383386,0.9046434494195688,,0.9135572139303484,0.9122558938050344,0.9120687854566979,0.9135572139303484,,0.9260539046302696,0.9242996909380276,0.9260539046302696,0.9242622495566818,1.0,1.0,1.0,1.0,0.9185323383084576,0.9169702046610154,0.9185323383084576,0.9168612490842232,knn,1.0,"0.899875621890547
",0.9107587064676615,0.9085469059744108,0.9095499246648882,0.9107587064676615,
20,dataset_187_abalone,0.2602870813397129,0.2295480768509515,0.2392202726108719,0.2602870813397129,,0.24210526315789474,0.20969909414389684,0.1939575517345571,0.24210526315789474,,0.2529505582137161,0.2274935171969543,0.21860486790218087,0.2529505582137161,,0.2379585326953748,0.2023093408747075,0.1884713564475914,0.2379585326953748,,0.2541507024265645,0.2120707863748812,0.2568864539507001,0.2541507024265645,,,,,,,,,,,,,,randomForest,0.525862068965517,"0.250717703349282
",0.2583732057416268,0.23074029957567144,0.2219745878425602,0.2583732057416268,
21,dataset_189_baseball,0.9283582089552241,0.9165190530862176,0.9132718850886632,0.9283582089552241,,0.9343283582089552,0.9244947855131708,0.9222083651821752,0.9343283582089552,,0.9283582089552241,0.918256957756611,0.9120381979630044,0.9283582089552241,,0.9253731343283582,0.9135822952303252,0.9062856066669804,0.9253731343283582,,0.9402985074626864,0.9292204641143093,0.9338726926117076,0.9402985074626866,,,,,,,,,,,,,,randomForest,0.953233830845771,"0.937313432835821
",0.9223880597014924,0.9086586299272864,0.9016118467225004,0.9223880597014924,
22,dataset_194_eucalyptus,0.6630434782608695,0.6557844296156499,0.6609241957895078,0.6630434782608695,,0.6956521739130435,0.6884547412918891,0.6936971492801836,0.6956521739130435,,0.6902173913043478,0.6704030071584698,0.6870664690997171,0.6902173913043478,,0.6793478260869565,0.6755990750956021,0.6739340356629018,0.6793478260869565,,0.625,0.6128635271712078,0.620582845882227,0.625,,0.5903614457831325,0.5986528083017489,0.5903614457831325,0.5915207068686344,0.9655797101449276,0.9679167756496376,0.9655797101449276,0.9658975593267836,0.3804347826086957,0.4234941974501471,0.3804347826086957,0.3509164535379369,svm,0.793478260869565,"0.673913043478261
",0.7173913043478259,0.7125376483868459,0.7120814220311603,0.7173913043478259,
23,dataset_24_mushroom,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.9881831610044312,0.9881808915507516,0.9884548124755941,0.9881831610044312,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,c50,1.0,"1
",1.0,1.0,1.0,1.0,
24,dataset_26_nursery,0.9993827160493828,0.9992293273032332,0.9990780636457914,0.9993827160493828,,0.999074074074074,0.9989207095284418,0.9987703661711598,0.999074074074074,,0.9996913580246912,0.9995379611148074,0.9993863903586124,0.9996913580246912,,0.999074074074074,0.9990740822378086,0.9990743893365616,0.999074074074074,,0.999074074074074,0.9989207095284418,0.9987703661711598,0.999074074074074,,,,,,,,,,,,,,c50,0.999897119341564,"0.998765432098765
",0.9996913580246912,0.9995379611148074,0.9993863903586124,0.9996913580246912,
25,dataset_28_optdigits,0.987900355871886,0.9878840103108504,0.9880299183365632,0.987900355871886,,0.9822064056939499,0.9822136051829934,0.9823446854818072,0.9822064056939499,,0.9886120996441279,0.9886147111908846,0.9887676489609176,0.9886120996441279,,0.9779359430604982,0.9779616610334848,0.9780741601427084,0.9779359430604982,,0.9836298932384342,0.9836000144148026,0.9838874351038508,0.9836298932384342,,0.9889328063241106,0.989044756746441,0.9889328063241106,0.9889423132488616,1.0,1.0,1.0,1.0,0.98932384341637,0.9894850043237264,0.98932384341637,0.9893412269465583,rda,0.9862396204033209,"0.976512455516014
",,,,,
26,dataset_31_credit-g,0.7466666666666667,0.7330798968845986,0.7312208085158215,0.7466666666666667,,0.7586666666666666,0.7449219625158129,0.744815684064919,0.7586666666666666,,0.7466666666666667,0.7347644438038471,0.7322680135443022,0.7466666666666667,,0.7293333333333333,0.7153349915521856,0.7164506704542212,0.7293333333333333,,0.7426666666666666,0.709312724093185,0.7262618903048541,0.7426666666666666,,0.7555555555555555,0.7491958772046737,0.7555555555555555,0.7515886240511321,1.0,1.0,1.0,1.0,0.6679999999999999,0.6855240110006346,0.6679999999999999,0.6750379449971601,svm,0.793333333333333,"0.768
",0.7386666666666667,0.7221976323715045,0.7213007952043258,0.7386666666666667,
27,dataset_36_segment,0.9775086505190312,0.9776310751361508,0.9782101665354476,0.9775086505190312,,0.9775086505190312,0.9775949541306352,0.9778389814357588,0.9775086505190312,,0.9826989619377162,0.9827765755057044,0.9829370981823656,0.9826989619377162,,0.9757785467128028,0.9759571908737728,0.9764351108300552,0.9757785467128028,,0.9775086505190312,0.977561379124076,0.977717059443004,0.9775086505190312,,0.975,0.9752669904509584,0.975,0.9750712830478676,0.9959584295612008,0.9960125729523768,0.9959584295612008,0.9959656150107348,0.15570934256055366,0.02424539936063984,0.15570934256055366,0.041957607276795886,bagging,0.9336027713625871,"0.94636678200692
",0.9775086505190312,0.9775689196500372,0.977878461109836,0.9775086505190312,
28,dataset_39_ecoli,0.8809523809523809,0.8824233600027249,0.9005854583548821,0.8809523809523809,,0.9087301587301588,0.9102570218728075,0.9189263668430336,0.9087301587301588,,0.876984126984127,0.8796003956492345,0.8953774661011503,0.876984126984127,,0.876984126984127,0.8774385300860802,0.884655623767122,0.876984126984127,,0.9007936507936508,0.9081535644560856,0.9233465608465607,0.9007936507936508,,0.7894736842105263,0.7651788785689714,0.7894736842105263,0.7761879394843384,0.9444444444444444,0.9503002711805968,0.9444444444444444,0.9440959072160348,0.4761904761904762,0.440625,0.4761904761904762,0.3268781196689202,rda,0.857142857142857,"0.892857142857143
",0.8928571428571429,0.8988705298885067,0.9082625411275621,0.8928571428571429,
29,dataset_40_sonar,0.7884615384615384,0.7872841444270016,0.8009906759906761,0.7884615384615384,,0.8461538461538461,0.8456980056980057,0.8553800023065391,0.8461538461538461,,0.8269230769230769,0.8267309826688295,0.8320741758241758,0.8269230769230769,,0.8653846153846154,0.8654344175986796,0.8661242603550294,0.8653846153846154,,0.6346153846153846,0.6297986382732146,0.6370192307692307,0.6346153846153846,,0.8723404255319149,0.8743892828999213,0.8723404255319149,0.8717559036707974,0.9487179487179488,0.9531772575250836,0.9487179487179488,0.9483751542575072,0.4807692307692308,0.2311390532544379,0.4807692307692308,0.31218781218781216,naiveBayes,0.7307692307692311,"0.788461538461538
",0.8846153846153846,0.8846153846153846,0.8846153846153846,0.8846153846153846,
30,dataset_42_soybean,0.9181286549707602,0.9042031003434512,0.9046636707455421,0.9181286549707602,,0.9239766081871345,0.9038341533441352,0.8898572188045872,0.9239766081871345,,0.912280701754386,0.9011310628971804,0.905444458076037,0.912280701754386,,0.9005847953216374,0.8782386627862386,0.8695053569195446,0.9005847953216374,,0.8895705521472392,0.8900846396337225,0.9000803388840198,0.8895705521472392,,0.9025974025974026,0.9083544901214076,0.9025974025974026,0.9029153931276199,0.99609375,0.9961233428030304,0.99609375,0.996094076482142,0.5847953216374269,0.5697640566061619,0.5847953216374269,0.5703554068966975,naiveBayes,0.619140625,"0.60233918128655
",0.8947368421052632,0.8742937424879351,0.8618126123389279,0.8947368421052632,
31,dataset_44_spambase,0.9551114972487692,0.95495568592168,0.9552223711175118,0.9551114972487692,,0.9582971329278888,0.9581476810124702,0.9584494721855348,0.9582971329278888,,0.9542426875181002,0.95410084677866,0.954288079474308,0.9542426875181002,,0.9510570518389806,0.9509000103484117,0.9511039753424878,0.9510570518389806,,0.9443961772371848,0.944102395392005,0.9446827030067398,0.944396177237185,,0.9584541062801932,0.9584183849851186,0.9584541062801932,0.9583903052663804,0.9997101449275362,0.9997102837470152,0.9997101449275362,0.9997101264563018,0.9643788010425716,0.964366091311964,0.9643788010425716,0.9643716841286828,randomForest,0.978840579710145,"0.960034752389227
",0.9574283231972198,0.9573492830399596,0.9574007525364928,0.9574283231972198,
32,dataset_54_vehicle,0.8254716981132075,0.8244639689994214,0.8238568310373223,0.8254716981132075,,0.8349056603773585,0.8355270376642893,0.8362217681358693,0.8349056603773585,,0.8113207547169812,0.8104674912030303,0.8161261350456847,0.8113207547169812,,0.8018867924528302,0.7984014392513858,0.8020162415858063,0.8018867924528302,,0.8254716981132075,0.8246880611053916,0.8256923273317007,0.8254716981132075,,0.8481675392670157,0.8478965453697984,0.8481675392670157,0.8470979844248193,0.8990536277602523,0.901293846519802,0.8990536277602523,0.8979787641617364,0.5660377358490566,0.5928487150609341,0.5660377358490566,0.5656591571682315,rda,0.8690851735015771,"0.839622641509434
",0.8490566037735849,0.8477444361854142,0.8521402203211064,0.8490566037735849,
33,dataset_59_ionosphere,0.9431818181818182,0.9419883318188399,0.947839046199702,0.9431818181818182,,0.9318181818181818,0.9307210031347959,0.933982683982684,0.9318181818181818,,0.9431818181818182,0.9419883318188399,0.947839046199702,0.9431818181818182,,0.9204545454545454,0.91790974763111,0.9292929292929292,0.9204545454545454,,0.943181818181818,0.9419883318188399,0.947839046199702,0.9431818181818182,,0.9113924050632912,0.921523990593886,0.9113924050632912,0.9127401629717422,0.9277566539923956,0.9279532004917236,0.9277566539923956,0.9278405879820736,0.8181818181818182,0.8250688705234159,0.8181818181818182,0.8087983661754152,rda,0.9353612167300379,"0.909090909090909
",0.9659090909090908,0.9655154538974924,0.9676425269645608,0.9659090909090908,
34,dataset_60_waveform-5000,0.8685333333333333,0.8683039881356448,0.8688770451903731,0.8685333333333333,,0.8709333333333333,0.8704917300930765,0.8715987643010501,0.8709333333333333,,0.8672,0.8670486302798261,0.8673811411060847,0.8672,,0.8613333333333334,0.8612641021016826,0.8613576837615323,0.8613333333333334,,0.8584,0.8584387191707461,0.8585122992035699,0.8584,,0.872,0.8734287171469488,0.872,0.8715955514041732,0.8858666666666667,0.8862573652183499,0.8858666666666667,0.8857227253969553,0.86,0.8599188926594629,0.86,0.8599283224352906,randomForest,0.999733333333333,"0.8472
",0.8595999999999999,0.859674872509057,0.8599572909246115,0.8595999999999999,
35,dataset_61_iris,0.9824561403508772,0.9826348553897478,0.9842105263157896,0.9824561403508772,,0.9736842105263158,0.9739522830846216,0.9763157894736842,0.9736842105263158,,0.9649122807017544,0.9653833934014436,0.9698564593301436,0.9649122807017544,,0.9649122807017544,0.9653833934014436,0.9698564593301436,0.9649122807017544,,0.9736842105263156,0.9739522830846216,0.9763157894736842,0.9736842105263158,,0.9705882352941176,0.972689075630252,0.9705882352941176,0.9703589037954364,0.9821428571428572,0.9829734219269104,0.9821428571428572,0.982084879406308,0.7368421052631579,0.7791537667698659,0.7368421052631579,0.7121259029927761,naiveBayes,0.9464285714285708,"0.973684210526316
",0.9736842105263158,0.9740659657065698,0.9777511961722488,0.9736842105263158,
36,dataset_6_letter,0.958,0.9580500893783068,0.9582513329014856,0.958,,0.956,0.95612702748824,0.9565499041589812,0.956,,0.9616,0.9616165886596036,0.961812367434642,0.9616,,0.951,0.9510166165040641,0.951389685071472,0.951,,0.9598,0.9598910433084938,0.9602684915036568,0.9598,,,,,,,,,,,,,,randomForest,1.0,"0.9596
",,,,,
37,dataset_9_autos,0.8076923076923076,0.8068533863862006,0.8173579688285569,0.8076923076923076,,0.7884615384615383,0.7904989275957018,0.8058029689608638,0.7884615384615383,,0.8461538461538461,0.8489288410441747,0.8601722351722353,0.8461538461538461,,0.7948717948717948,0.7968678275129889,0.8131056336164694,0.7948717948717948,,0.7884615384615384,0.7896669963386606,0.7953033894210364,0.7884615384615384,,,,,,,,,,,,,,naiveBayes,0.20261437908496696,"0.134615384615385
",0.8205128205128204,0.8218989421158498,0.8315952021834375,0.8205128205128204,
38,devnagari,0.8900434782608695,0.8899101212836101,0.8916608742429227,0.8900434782608695,,0.887,0.8867385859971604,0.8885753838539245,0.887,,0.8862173913043478,0.8859810285320476,0.8877382841777232,0.8862173913043478,,0.8862173913043478,0.8859810285320476,0.8877382841777232,0.8862173913043478,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,svm,1.0,"0.405869565217391
",,,,,
39,electricity-normalized,0.916195856873823,0.9162481227984408,0.9163486302054342,0.916195856873823,,0.8967749529190208,0.8966743667280669,0.8966910840920096,0.8967749529190208,,0.9151659604519774,0.9152954445678948,0.9156230098842468,0.9151659604519774,,0.8939500941619586,0.8939072021441965,0.8941669978713481,0.8939500941619586,,0.734375,0.7351657331802173,0.7366663797955862,0.734375,,0.8678893683797567,0.8691802861661954,0.8678893683797567,0.8682214754338636,0.8880355461393596,0.8893229670184988,0.8880355461393596,0.8883281354979651,0.8043785310734464,0.8189239746574767,0.8043785310734464,0.7967073240372509,randomForest,0.994673964218456,"0.916931497175141
",0.9158427495291902,0.9158220934365092,0.9158102454073384,0.9158427495291902,
40,eye_movements,0.7028773469885393,0.7026008120846736,0.7024741241307636,0.7028773469885393,,0.6761765423067544,0.6768184465571608,0.6791902746808609,0.6761765423067544,,0.6975128017556692,0.6973153994280112,0.6973124216217848,0.6975128017556692,,0.6605705925384053,0.6616543080385535,0.6647899856249349,0.6605705925384053,,0.3840526700804682,0.3842831676331424,0.3859463031335261,0.3840526700804682,,0.7058106460788297,0.7072325682871005,0.7058106460788297,0.7063347239470419,1.0,1.0,1.0,1.0,0.7560351133869788,0.7568142069846728,0.7560351133869788,0.7563640882539913,randomForest,1.0,"0.691294806144843
",0.7139722019019752,0.7143040601825352,0.7150552748691347,0.7139722019019752,
6,GCM,0.75,0.7264550264550266,0.7788194444444444,0.75,,0.75,0.7223214285714286,0.7690972222222223,0.75,,0.7291666666666666,0.7224867724867726,0.7864583333333334,0.7291666666666666,,0.7916666666666666,0.7660849567099568,0.8152777777777778,0.7916666666666666,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,svm,0.840579710144927,"0.625
",,,,,
41,gina_agnostic,0.9480968858131488,0.9480995147121606,0.9481046702657154,0.9480968858131488,,0.9492502883506344,0.9492698894102076,0.9495421514123422,0.9492502883506344,,0.9411764705882352,0.9411897944527424,0.9412657813722148,0.9411764705882352,,0.9354094579008074,0.9354158281163358,0.935432167419044,0.9354094579008074,,0.8881199538638985,0.8880718926679165,0.8881399637530223,0.8881199538638985,,0.9090909090909092,0.9092328148011232,0.9090909090909092,0.90908882250567,0.9900038446751248,0.990005115894612,0.9900038446751248,0.99000389491514,0.908881199538639,0.9090541429631162,0.908881199538639,0.9089083895785413,plsda,0.808551992225462,"0.806228373702422
",,,,,
42,hiva_agnostic,0.9659735349716448,0.956021744059467,0.9603195865300926,0.9659735349716448,,,,,,,,,,,,0.9640831758034026,0.9531919525318878,0.9550516295080208,0.9640831758034026,,0.9631379962192816,0.9552780093016628,0.9535257602255368,0.9631379962192816,,,,,,,,,,,,,,randomForest,0.996763754045307,"0.963137996219282
",,,,,
43,ipums_la_99-small,0.9317051108095884,0.9134520841166678,0.9105945655531674,0.9317051108095884,,,,,,,,,,,,0.9274837931554348,0.9054564517158341,0.8964167553532816,0.9274837931554348,,0.8504398826979472,0.7817038541439135,0.7232479940832982,0.8504398826979472,,,,,,,,,,,,,,c50,0.9410523141866429,"0.930348258706468
",,,,,
44,jm1,0.8163115356355621,0.7778265523842137,0.7842334983398185,0.8163115356355621,,0.8199853049228508,0.7749458936289827,0.7932308575155596,0.8199853049228508,,0.8185157972079353,0.7790905375440029,0.7884908799054369,0.8185157972079353,,0.8137398971344599,0.760091999095011,0.7803749412394517,0.8137398971344599,,0.8181484202792064,0.7798746054941118,0.7877298386591117,0.8181484202792064,,,,,,,,,,,,,,plsda,0.8140389562660791,"0.815209404849375
",0.8199853049228508,0.781579047233068,0.7912942109654995,0.8199853049228508,
45,jungle_chess_2pcs_endgame_panther_lion,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,c50,1.0,"1
",1.0,1.0,1.0,1.0,
7,KDDCup99,0.9996410401738122,0.9996008500584198,0.9995831932148412,0.9996410401738122,,,,,,,,,,,,0.9996194486053196,0.9995806231348708,0.9995639656320708,0.9996194486053196,,0.3331012239720389,0.3330786105430094,0.33308423215033084,0.3331012239720389,,,,,,,,,,,,,,,,,,,,,
46,kin8nm,0.888671875,0.8886267376749553,0.8886903883343862,0.888671875,,0.87060546875,0.8706026558408632,0.8706002586622398,0.87060546875,,0.888671875,0.8886810218155019,0.8886969566103812,0.888671875,,0.8798828125,0.8799344054871211,0.8803636178165162,0.8798828125,,0.81298828125,0.8130570635371879,0.8133309304923255,0.81298828125,,0.8497830802603037,0.8498709987462169,0.8497830802603037,0.8497848031710324,1.0,1.0,1.0,1.0,0.48876953125,0.6354483919789592,0.48876953125,0.3396512368402354,knn,0.887532552083333,"0.857421875
",0.857421875,0.8574850171590382,0.8579668088854091,0.857421875,
