,sklearn_accuracy_mean,sklearn_f1_score_mean,sklearn_model_1,sklearn_precision_mean,sklearn_recall_mean,sklearn_time_mean,sklearn_e_accuracy_mean,sklearn_e_f1_score_mean,sklearn_e_model_1,sklearn_e_precision_mean,sklearn_e_recall_mean,sklearn_e_time_mean,sklearn_m_accuracy_mean,sklearn_m_f1_score_mean,sklearn_m_model_1,sklearn_m_precision_mean,sklearn_m_recall_mean,sklearn_m_time_mean,sklearn_v_accuracy_mean,sklearn_v_f1_score_mean,sklearn_v_model_1,sklearn_v_precision_mean,sklearn_v_recall_mean,sklearn_v_time_mean,autoweka_accuracy_mean,autoweka_f1_score_mean,autoweka_model_1,autoweka_precision_mean,autoweka_recall_mean,autoweka_time_mean,recipe_valid_acc,recipe_valid_precision,recipe_valid_recall,recipe_valid_f1,recipe_train_acc,recipe_train_precision,recipe_train_recall,recipe_train_f1,recipe_test_acc,recipe_test_precision,recipe_test_recall,recipe_test_f1,smartml_model,smartml_train_acc,smartml_valid_acc,tpot_accuracy_mean,tpot_f1_score_mean,tpot_model_1,tpot_precision_mean,tpot_recall_mean,tpot_time_mean
gina_agnostic,0.9480968858131488,0.9480995147121606,sgd,0.9481046702657154,0.9480968858131488,,0.9492502883506344,0.9492698894102076,adaboost,0.9495421514123422,0.9492502883506344,,0.9411764705882352,0.9411897944527424,random_forest,0.9412657813722148,0.9411764705882352,,0.9354094579008074,0.9354158281163358,gradient_boosting,0.9354321674190441,0.9354094579008074,,0.8881199540000001,0.888071893,functions.SMO,0.8881399640000001,0.8881199540000001,,0.9090909090909091,0.9092328148011233,0.9090909090909091,0.9090888225056699,0.9900038446751249,0.990005115894612,0.9900038446751249,0.9900038949151401,0.908881199538639,0.9090541429631162,0.908881199538639,0.9089083895785413,plsda,0.808551992225462,"0.806228373702422
",,,None,,,
hiva_agnostic,0.9659735349716448,0.956021744059467,adaboost,0.9603195865300926,0.9659735349716448,,,,,,,,,,,,,,0.9640831758034026,0.9531919525318878,libsvm_svc,0.9550516295080208,0.9640831758034026,,0.9631379959999999,0.955278009,functions.Logistic,0.95352576,0.9631379959999999,,,,,,,,,,,,,,randomForest,0.996763754045307,"0.963137996219282
",,,None,,,
ipums_la_99-small,0.9317051108095884,0.9134520841166678,lda,0.9105945655531674,0.9317051108095884,,,,,,,,,,,,,,0.9274837931554348,0.905456451715834,extra_trees,0.8964167553532816,0.9274837931554348,,0.850439883,0.7817038540000001,functions.MultilayerPerceptron,0.7232479940000001,0.850439883,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c50,0.941052314186643,"0.930348258706468
",,,None,,,
jm1,0.8163115356355621,0.7778265523842137,multinomial_nb,0.7842334983398185,0.8163115356355621,,0.8199853049228508,0.7749458936289827,xgradient_boosting,0.7932308575155596,0.8199853049228508,,0.8185157972079353,0.7790905375440029,random_forest,0.7884908799054369,0.8185157972079353,,0.8137398971344599,0.760091999095011,extra_trees,0.7803749412394517,0.8137398971344599,,0.81814842,0.779874605,trees.RandomForest,0.787729839,0.81814842,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plsda,0.814038956266079,"0.815209404849375
",0.8199853049228508,0.781579047233068,None,0.7912942109654995,0.8199853049228508,
jungle_chess_2pcs_endgame_panther_lion,1.0,1.0,gradient_boosting,1.0,1.0,,1.0,1.0,liblinear_svc,1.0,1.0,,1.0,1.0,gradient_boosting,1.0,1.0,,1.0,1.0,adaboost,1.0,1.0,,1.0,1.0,trees.LMT,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,c50,1,"1
",1.0,1.0,None,1.0,1.0,
kin8nm,0.888671875,0.8886267376749553,libsvm_svc,0.8886903883343862,0.888671875,,0.87060546875,0.8706026558408632,adaboost,0.8706002586622398,0.87060546875,,0.888671875,0.8886810218155019,libsvm_svc,0.8886969566103812,0.888671875,,0.8798828125,0.8799344054871211,sgd,0.8803636178165162,0.8798828125,,0.812988281,0.8130570640000001,functions.SMO,0.81333093,0.812988281,,0.8497830802603037,0.8498709987462169,0.8497830802603037,0.8497848031710324,1.0,1.0,1.0,1.0,0.48876953125,0.6354483919789592,0.48876953125,0.3396512368402354,knn,0.887532552083333,"0.857421875
",0.857421875,0.8574850171590382,None,0.8579668088854091,0.857421875,
leukemia,1.0,1.0,liblinear_svc,1.0,1.0,,1.0,1.0,lda,1.0,1.0,,0.9629629629629628,0.9628296555832788,multinomial_nb,0.9668209876543208,0.9629629629629628,,0.9629629629629628,0.9614197530864196,sgd,0.9686609686609686,0.9629629629629628,,1.0,1.0,bayes.NaiveBayes,1.0,1.0,,0.9411764705882353,0.946078431372549,0.9411764705882353,0.9397814461753081,1.0,1.0,1.0,1.0,0.8333333333333334,0.8690476190476191,0.8333333333333334,0.8206060606060606,knn,1,"0.722222222222222
",0.9444444444444444,0.9435154217762912,None,0.9490740740740741,0.9444444444444444,
lymphoma_2classes,0.6944444444444443,0.6950271950271949,random_forest,0.7244708994708996,0.6944444444444443,,0.8333333333333334,0.8333333333333334,lda,0.8650793650793651,0.8333333333333334,,0.7777777777777778,0.7777777777777778,random_forest,0.7777777777777778,0.7777777777777778,,0.9444444444444444,0.9448329448329448,gaussian_nb,0.9537037037037038,0.9444444444444444,,0.833333333,0.833333333,meta.AttributeSelectedClassifier,0.880952381,0.833333333,,0.7,0.8125,0.7,0.6703296703296704,1.0,1.0,1.0,1.0,0.5833333333333334,0.5729166666666666,0.5833333333333334,0.5740740740740741,knn,1,"0.5
",,,None,,,
mfeat-pixel,0.994,0.9939131486289432,random_forest,0.9940395604395604,0.994,,0.994,0.9939131486289432,k_nearest_neighbors,0.9940395604395604,0.994,,0.9953333333333332,0.9952918210850962,k_nearest_neighbors,0.9953367507603946,0.9953333333333332,,0.9946666666666668,0.9946091503082086,lda,0.9946611502156402,0.9946666666666668,,0.996,0.995961862,functions.SMO,0.9960176209999999,0.996,,0.9955555555555555,0.9955555555555555,0.9955555555555555,0.9955555555555555,1.0,1.0,1.0,1.0,0.994,0.9940395604395604,0.994,0.9939131486289433,plsda,0.988,"0.988
",0.995,0.9949375052242456,None,0.9950285907924674,0.995,
mnist_784,0.964495238095238,0.9644917471209986,random_forest,0.964526343084356,0.964495238095238,,0.9639047619047618,0.963897229749129,random_forest,0.9639395541087264,0.9639047619047618,,0.9641714285714286,0.9641589974689524,random_forest,0.9641974738140248,0.9641714285714286,,0.9641714285714286,0.9641589974689524,random_forest,0.9641974738140248,0.9641714285714286,,0.0,0.0,None,0.0,0.0,,,,,,,,,,,,,,knn,1,"0.934971428571429
",,,None,,,
openml_phpJNxH0q,0.9638095238095238,0.9634169177733076,k_nearest_neighbors,0.9644279505697204,0.9638095238095238,,0.9752380952380952,0.9751800325073832,passive_aggressive,0.9752440612608678,0.9752380952380952,,0.9638095238095238,0.96345159307632,extra_trees,0.964356174469788,0.9638095238095238,,0.9657142857142856,0.9653960957920628,qda,0.9662092460946804,0.9657142857142856,,0.9828571429999999,0.9828174559999999,bayes.NaiveBayes,0.98285114,0.9828571429999999,,0.9556962025316456,0.9559621316881184,0.9556962025316456,0.9557877111443027,0.9522900763358778,0.95276254134634,0.9522900763358778,0.9524331445212276,0.96,0.9602475685234305,0.96,0.9600888066604996,naiveBayes,0.958015267175573,"0.971428571428571
",0.9714285714285714,0.9713694307441156,None,0.9715276594459048,0.9714285714285714,
page-blocks,0.97954711468225,0.97954711468225,xgradient_boosting,0.97954711468225,0.97954711468225,,0.9802775748721696,0.9803074322812528,adaboost,0.9803398545008132,0.9802775748721696,,0.9780861943024104,0.9778814999329256,gradient_boosting,0.977771964402146,0.9780861943024104,,0.97954711468225,0.9797881207354494,gradient_boosting,0.9801865500342616,0.97954711468225,,0.0,0.0,None,0.0,0.0,,0.9732142857142857,0.9748764908157048,0.9732142857142857,0.9737971864055671,0.9861111111111112,0.987540890635933,0.9861111111111112,0.9864647792078127,0.9612856099342586,0.967341582939519,0.9612856099342586,0.9630894593563024,randomForest,0.993421052631579,0.975894813732652,0.9766252739225711,0.9767651574108486,None,0.9769447186538828,0.9766252739225711,
php0FyS2T,0.6375,0.6301983571983572,qda,0.7038076298701299,0.6375,,0.655,0.6448478882228882,adaboost,0.7141755952380953,0.655,,0.6575,0.6481088519323813,libsvm_svc,0.7128065476190477,0.6575,,0.6425,0.626152958152958,extra_trees,0.6772529761904761,0.6425,,0.6,0.58043433,lazy.IBk,0.633131944,0.6,,0.6583333333333333,0.6586816578483246,0.6583333333333333,0.6378861878861879,1.0,1.0,1.0,1.0,0.635,0.6724434523809524,0.635,0.6212594211344211,svm,0.954166666666667,"0.7
",,,None,,,
php3CTpvq,0.6555237100331253,0.6590099602247085,lda,0.6672579813586293,0.6555237100331253,,0.6542022696631221,0.6527309665049149,lda,0.6541530282564599,0.6542022696631221,,0.6542736988723113,0.6531923527111614,random_forest,0.6543594546631789,0.6542736988723113,,0.6542736988723113,0.6531923527111614,random_forest,0.6543594546631789,0.6542736988723113,,0.5411566170000001,0.541592702,trees.RandomForest,0.544967482,0.5411566170000001,,,,,,,,,,,,,,randomForest,0.999348208466147,"0.657755872820293
",,,None,,,
php5OMDBD,1.0,1.0,gaussian_nb,1.0,1.0,,1.0,1.0,extra_trees,1.0,1.0,,1.0,1.0,gaussian_nb,1.0,1.0,,1.0,1.0,adaboost,1.0,1.0,,1.0,1.0,lazy.IBk,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,randomForest,1,"0.996
",1.0,1.0,None,1.0,1.0,
php5s7Ep8,0.7695473251028807,0.7663498784183911,adaboost,0.7720176152897865,0.7695473251028807,,0.7880658436213992,0.7865253788345202,lda,0.7918410840107858,0.7880658436213992,,0.7942386831275721,0.7912044876004083,gradient_boosting,0.7968399267078741,0.7942386831275721,,0.7716049382716049,0.769973411558231,gradient_boosting,0.7741776151945992,0.7716049382716049,,0.775720165,0.768011817,trees.RandomForest,0.784187647,0.775720165,,0.7414187643020596,0.7526340936689273,0.7414187643020596,0.743024015141578,1.0,1.0,1.0,1.0,0.602880658436214,0.6195618486936517,0.602880658436214,0.5312980465255611,svm,0.757388316151203,"0.720164609053498
",0.7736625514403292,0.7712899693704659,None,0.7731557234905692,0.7736625514403292,
php7KLval,0.7959999999999999,0.7728451050113838,adaboost,0.7799520697167756,0.7959999999999999,,0.792,0.7647927890158265,extra_trees,0.7752576226248343,0.792,,0.812,0.7906611752065692,random_forest,0.8017015250544661,0.812,,0.804,0.7817531401089766,extra_trees,0.7908267973856209,0.804,,0.8240000000000001,0.794116505,rules.JRip,0.833457778,0.8240000000000001,,0.7377777777777778,0.7205090006207324,0.7377777777777778,0.7264853922245228,1.0,1.0,1.0,1.0,0.728,0.7140319892730581,0.728,0.7198175287356321,randomForest,0.785333333333333,"0.756
",0.7879999999999999,0.7615241065627032,None,0.7692649082568808,0.7879999999999999,
phpB0xrNj,0.9637606837606838,0.9637963603608648,qda,0.9644457853710774,0.9637606837606838,,0.9584615384615384,0.9585005070368774,passive_aggressive,0.9592677281241108,0.9584615384615384,,0.964102564102564,0.9641083876322516,libsvm_svc,0.964762553229546,0.964102564102564,,0.9470085470085472,0.9469377171537028,random_forest,0.9477004475368368,0.9470085470085472,,0.888205128,0.888497833,meta.Bagging,0.8901507470000001,0.888205128,,,,,,,,,,,,,,svm,1,"0.911794871794872
",,,None,,,
phpCsX3fx,0.8025,0.8044623293373294,sgd,0.8587202380952381,0.8025,,0.8075,0.8036441336441338,qda,0.8517599206349208,0.8075,,0.8075,0.8022280497280498,extra_trees,0.8496845238095239,0.8075,,0.7525,0.7522653596403596,random_forest,0.8217023809523809,0.7525,,0.785,0.792821817,bayes.NaiveBayes,0.850017857,0.785,,0.8194444444444444,0.8488095238095239,0.8194444444444444,0.8153547378547378,0.9591666666666666,0.9614925240200975,0.9591666666666666,0.9590253900658596,0.825,0.8635178571428571,0.825,0.8249042207792208,svm,0.9975,"0.8175
",,,None,,,
phpEZ030X,0.8125,0.8102941176470588,passive_aggressive,0.8687499999999999,0.8125,,0.75,0.7420634920634921,k_nearest_neighbors,0.8409090909090908,0.75,,0.875,0.8750000000000001,bernoulli_nb,0.9027777777777778,0.875,,0.6875,0.6685222672064777,passive_aggressive,0.8177083333333334,0.6875,,0.75,0.75,trees.DecisionStump,0.773809524,0.75,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6349206349206349,0.875,0.8828125,0.875,0.8722222222222221,0.5625,0.78125,0.5625,0.49621212121212116,svm,1,"0.5
",0.6875,0.6685222672064777,None,0.8177083333333334,0.6875,
phpGReJjU,1.0,1.0,adaboost,1.0,1.0,,1.0,1.0,passive_aggressive,1.0,1.0,,1.0,1.0,gradient_boosting,1.0,1.0,,1.0,1.0,random_forest,1.0,1.0,,1.0,1.0,trees.RandomForest,1.0,1.0,,,,,,,,,,,,,,c50,1,"1
",,,None,,,
phpGUrE90,0.8712121212121212,0.8719926538108356,k_nearest_neighbors,0.8737043639004423,0.8712121212121212,,0.8825757575757576,0.8827047053943659,adaboost,0.8828603336906318,0.8825757575757576,,0.8598484848484849,0.8602952602952604,lda,0.8609733700642792,0.8598484848484849,,0.9015151515151516,0.9015151515151516,libsvm_svc,0.9015151515151516,0.9015151515151516,,0.0,0.0,None,0.0,0.0,,0.7899159663865546,0.8168561542263966,0.7899159663865546,0.7954046483458248,0.8710493046776233,0.8705823472594728,0.8710493046776233,0.8707914295433559,0.8712121212121212,0.8707247695983616,0.8712121212121212,0.8709153194983155,svm,0.764854614412137,"0.715909090909091
",0.8901515151515151,0.8894882933178604,None,0.8895151091682884,0.8901515151515151,
phpHyLSNF,0.8881118881118881,0.87623288332614,random_forest,0.8877328964741552,0.8881118881118881,,0.9090909090909092,0.8966248919768084,liblinear_svc,0.9009933248569614,0.9090909090909092,,0.902097902097902,0.8997592689500227,sgd,0.9213940100303736,0.902097902097902,,0.9160839160839158,0.9103590484917138,passive_aggressive,0.9390734265734264,0.9160839160839158,,0.832167832,0.8322220490000001,bayes.NaiveBayes,0.8545984320000001,0.832167832,,0.8992248062015504,0.8969176818014027,0.8992248062015504,0.8920876281341397,1.0,1.0,1.0,1.0,0.8461538461538461,0.8765456765456765,0.8461538461538461,0.8384631395949025,bagging,0.892523364485981,"0.622377622377622
",,,,,,
phpN4gaxw,0.9971247843588268,0.9971238707433658,qda,0.9971419242266379,0.9971247843588268,,0.9965497412305924,0.9965482238002996,extra_trees,0.996561136900761,0.9965497412305924,,0.9959746981023576,0.9959746430757692,gradient_boosting,0.9959814524097972,0.9959746981023576,,0.9965497412305924,0.9965490732438852,random_forest,0.9965708618413772,0.9965497412305924,,0.932432432,0.932402359,functions.Logistic,0.9325885309999999,0.932432432,,,,,,,,,,,,,,NA,NA,"NA
",,,None,,,
phpNevWWL,0.7,0.6990172800435575,adaboost,0.7011966177328386,0.7,,0.7228571428571429,0.7071563030667115,lda,0.7212498602783066,0.7228571428571429,,0.7057142857142857,0.6950020824127665,sgd,0.6995720997760959,0.7057142857142857,,0.7014285714285714,0.6918703460794257,decision_tree,0.7004252817209774,0.7014285714285714,,0.707142857,0.691164379,trees.LMT,0.695323476,0.707142857,,0.6904761904761905,0.7054654177774209,0.6904761904761905,0.6871109588162535,0.6923809523809524,0.7064286087032914,0.6923809523809524,0.6894361720511829,0.6957142857142857,0.7154883284885205,0.6957142857142857,0.6976751031270979,randomForest,0.778571428571429,"0.722857142857143
",0.7242857142857143,0.7078370010328108,None,0.7213637829012365,0.7242857142857143,
phpPbCMyg,0.6098039215686275,0.5924390066145228,lda,0.5896489969015543,0.6098039215686275,,0.5986928104575163,0.5846911002610752,adaboost,0.5802150853192805,0.5986928104575163,,0.5895424836601307,0.5740705293470926,gradient_boosting,0.5685696647609654,0.5895424836601307,,0.5777777777777777,0.5652402580010363,random_forest,0.5594006306310859,0.5777777777777777,,0.588235294,0.580196974,meta.AdaBoostM1,0.575413981,0.588235294,,0.5846042120551924,0.574249313448899,0.5846042120551924,0.5780123680720274,0.9825632083696599,0.9828765777293337,0.9825632083696599,0.9826007696058976,0.6052287581699346,0.5946587078347445,0.6052287581699346,0.5987892563949362,randomForest,0.928073234524847,"0.610457516339869
",,,None,,,
phpSZJq5T,0.9333333333333332,0.9343604108309992,gradient_boosting,0.9456790123456792,0.9333333333333332,,0.9,0.9026526010014142,lda,0.9122222222222222,0.9,,0.9333333333333332,0.9327731092436974,gradient_boosting,0.9429012345679012,0.9333333333333332,,0.9555555555555556,0.9557225853304284,passive_aggressive,0.9630527497194163,0.9555555555555556,,0.922222222,0.923177975,bayes.NaiveBayes,0.9382323229999999,0.922222222,,0.9753086419753086,0.980246913580247,0.9753086419753086,0.9749167156574565,1.0,1.0,1.0,1.0,0.9666666666666667,0.9701234567901236,0.9666666666666667,0.9660168940870695,bagging,0.974074074074074,"0.822222222222222
",0.8888888888888888,0.890723923097504,None,0.8967227833894501,0.8888888888888888,
phpTJRsqa,0.6669387755102041,0.6557533020304906,adaboost,0.6717434916744222,0.6669387755102041,,0.6620408163265306,0.6459232897792527,random_forest,0.6868897905789306,0.6620408163265306,,0.6448979591836734,0.6383127035781091,gradient_boosting,0.6375416468384898,0.6448979591836734,,0.6555102040816326,0.6436433810621424,random_forest,0.660714298318767,0.6555102040816326,,0.681632653,0.668897266,trees.RandomForest,0.692218144,0.681632653,,0.6188747731397459,0.6154141325207454,0.6188747731397459,0.6078714815134229,1.0,1.0,1.0,1.0,0.673469387755102,0.6742084138288643,0.673469387755102,0.6647412983609802,randomForest,1,"0.683265306122449
",0.686530612244898,0.6759499424127151,None,0.6875013378586562,0.686530612244898,
phpVeNa5j,0.99633431085044,0.9963352428138412,gradient_boosting,0.9963413357966192,0.99633431085044,,0.997067448680352,0.9970689551658828,adaboost,0.9970768478832996,0.997067448680352,,0.997067448680352,0.9970662433111344,gradient_boosting,0.997072907542116,0.997067448680352,,0.997067448680352,0.9970669872358988,gradient_boosting,0.9970758114692864,0.997067448680352,,0.9919354840000001,0.991926911,rules.PART,0.9920632220000001,0.9919354840000001,,0.992671009771987,0.9927132658044737,0.992671009771987,0.9926623476421952,0.6671554252199413,0.6774495325533785,0.6671554252199413,0.6699811269410058,0.6524926686217009,0.6634047881818261,0.6524926686217009,0.6553292947136289,randomForest,0.999755620723363,"0.998533724340176
",0.997800586510264,0.9977992389731772,None,0.9978033794162828,0.997800586510264,
phpWfYmlu,0.973693693693694,0.9736917173670656,qda,0.9738599179799996,0.973693693693694,,0.9760360360360358,0.9760340732827736,adaboost,0.9762180809464795,0.9760360360360358,,0.9765765765765764,0.97657405490388,gaussian_nb,0.9768025156143052,0.9765765765765764,,0.9767567567567568,0.9767550169607518,gaussian_nb,0.9769186568176011,0.9767567567567568,,0.974774775,0.974773132,bayes.NaiveBayes,0.97492206,0.974774775,,0.9771771771771772,0.9771998978816688,0.9771771771771772,0.9771758431332899,0.9801801801801802,0.9802762145075863,0.9801801801801802,0.980177244816935,0.9783783783783784,0.9786026176586284,0.9783783783783784,0.9783761038653832,naiveBayes,0.98018018018018,"0.978378378378378
",0.9778378378378378,0.9778363484078604,None,0.9779805941733364,0.9778378378378378,
phpYLeydd,0.6670716889428918,0.6584264875043231,qda,0.6639587387253244,0.6670716889428918,,0.6780072904009721,0.6665793115611629,passive_aggressive,0.6793450659850735,0.6780072904009721,,0.6666666666666666,0.6610121434822436,gradient_boosting,0.6627979088649656,0.6666666666666666,,0.6306196840826246,0.6146566424080112,random_forest,0.6375939794871269,0.6306196840826246,,0.657756177,0.652402613,meta.AdaBoostM1,0.6544331489999999,0.657756177,,0.6588658865886589,0.6612710374788611,0.6588658865886589,0.6486754542933992,1.0,1.0,1.0,1.0,0.28351559335763465,0.17498315803559616,0.28351559335763465,0.1556815464669633,NA,NA,"NA
",,,None,,,
phpZrCzJR,0.9913725490196078,0.9902115029563672,decision_tree,0.9908402030645987,0.9913725490196078,,0.992156862745098,0.9912466099317312,libsvm_svc,0.9917189550451412,0.992156862745098,,0.9913725490196078,0.9902115029563672,gradient_boosting,0.9908402030645987,0.9913725490196078,,0.9913725490196078,0.9902115029563672,adaboost,0.9908402030645987,0.9913725490196078,,0.991372549,0.9902115029999999,functions.MultilayerPerceptron,0.990840203,0.991372549,,0.9965156794425087,0.9965279481768661,0.9965156794425087,0.9962698719957722,0.9947712418300654,0.9947988269430695,0.9947712418300654,0.9941839792828482,0.9835294117647059,0.9854650779447087,0.9835294117647059,0.9843890560363858,randomForest,0.99843137254902,"0.992156862745098
",,,None,,,
phpbL6t4U,0.9936745255894192,0.993672846249676,random_forest,0.993694278730696,0.9936745255894192,,0.9942495687176538,0.9942432192541648,lda,0.9942576974644431,0.9942495687176538,,0.993387004025302,0.9933859525507064,gradient_boosting,0.9934061399277836,0.993387004025302,,0.9930994824611846,0.9930995809088664,adaboost,0.993144044291842,0.9930994824611846,,0.991086832,0.9910795509999999,meta.AdaBoostM1,0.991093364,0.991086832,,0.9955271565495207,0.9955392125238878,0.9955271565495207,0.9955286756157328,1.0,1.0,1.0,1.0,0.9956871765382403,0.9956989515382677,0.9956871765382403,0.9956873751216495,NA,NA,"NA
",,,None,,,
phpchCuL5,1.0,1.0,bernoulli_nb,1.0,1.0,,1.0,1.0,gaussian_nb,1.0,1.0,,1.0,1.0,extra_trees,1.0,1.0,,1.0,1.0,passive_aggressive,1.0,1.0,,1.0,1.0,trees.REPTree,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,bagging,1,"1
",1.0,1.0,None,1.0,1.0,
phpdReP6S,0.9337539432176656,0.9130227158073536,xgradient_boosting,0.9131799509288472,0.9337539432176656,,0.9369085173501576,0.919046263430134,adaboost,0.921471220092423,0.9369085173501576,,0.9258675078864352,0.9145393008621372,gradient_boosting,0.9081349775356083,0.9258675078864352,,0.9337539432176656,0.9185299990200952,lda,0.9156412177301674,0.9337539432176656,,0.9337539429999999,0.910884369,functions.MultilayerPerceptron,0.9129505729999999,0.9337539429999999,,0.9333333333333333,0.9297584136293814,0.9333333333333333,0.931437277805993,0.99,0.9906653851580136,0.99,0.9902090186285486,0.9258675078864353,0.9185971423269624,0.9258675078864353,0.9218151870934175,plsda,0.938421052631579,"0.93217665615142
",0.9290220820189274,0.9099261867953308,None,0.9034866835045864,0.9290220820189274,
phpdo58hj,0.875,0.875,gaussian_nb,0.875,0.875,,0.875,0.875,multinomial_nb,0.875,0.875,,0.8125,0.8132352941176471,random_forest,0.8203125,0.8125,,0.875,0.875,sgd,0.875,0.875,,0.8125,0.810222672,functions.SGD,0.814583333,0.8125,,0.8,0.8037037037037038,0.8,0.7981900452488688,0.9791666666666666,0.9800724637681159,0.9791666666666666,0.979193899782135,0.75,0.7738095238095237,0.75,0.75,rda,0.979166666666667,"0.625
",,,,,,
phpfLuQE4,0.8394871794871794,0.8391347937710497,extra_trees,0.8467712704661886,0.8394871794871794,,0.8194871794871795,0.8193274817616204,libsvm_svc,0.8237019413035419,0.8194871794871795,,0.8476923076923076,0.8475743592037331,extra_trees,0.8520232173052508,0.8476923076923076,,0.8235897435897437,0.8235884521286381,k_nearest_neighbors,0.8258344628943318,0.8235897435897437,,0.7861538459999999,0.786141193,lazy.IBk,0.788458125,0.7861538459999999,,0.4170940170940171,0.41701371835151096,0.4170940170940171,0.4170429036720596,0.9969230769230769,0.9969315965883465,0.9969230769230769,0.9969231416646266,0.8215384615384616,0.8231626044875258,0.8215384615384616,0.8215722543520994,plsda,0.650769230769231,"0.621538461538461
",,,None,,,
phpfrJpBS,1.0,1.0,random_forest,1.0,1.0,,0.9993827160493828,0.9993827472724688,gradient_boosting,0.9993839848755915,0.9993827160493828,,1.0,1.0,gradient_boosting,1.0,1.0,,0.9996913580246912,0.9996913659045028,adaboost,0.9996916755575876,0.9996913580246912,,0.932098765,0.933277998,rules.PART,0.93580549,0.932098765,,,,,,,,,,,,,,NA,NA,"NA
",1.0,1.0,None,1.0,1.0,
phphQEck0,0.9996409042683424,0.9996410069673536,xgradient_boosting,0.9996414308165223,0.9996409042683424,,0.9995919366685708,0.999592070854676,random_forest,0.9995926296471626,0.9995919366685708,,0.9996409042683424,0.9996410069673536,extra_trees,0.9996414308165223,0.9996409042683424,,0.9995592916020566,0.9995594491070116,random_forest,0.999560108183268,0.9995592916020566,,0.886933812,0.885721285,trees.RandomForest,0.8848400540000001,0.886933812,,,,,,,,,,,,,,neuralnet,0.999450465743884,"0.999494001469028
",,,None,,,
phpkIxskf,0.9068388923294699,0.8968823745481274,random_forest,0.8955652361557449,0.9068388923294699,,0.9040962576307175,0.8942174791625288,xgradient_boosting,0.8922174138811555,0.9040962576307175,,0.9039193134566044,0.8926059849153856,random_forest,0.8913496692061796,0.9039193134566044,,0.9039193134566044,0.8926059849153856,random_forest,0.8913496692061796,0.9039193134566044,,0.899407237,0.881399058,meta.Bagging,0.8840494090000001,0.899407237,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,randomForest,0.988852188274154,"0.906485003981244
",,,None,,,
phpmPOD5A,0.948492615647504,0.9415368083949259,random_forest,0.9391723081822873,0.948492615647504,,0.9500793360185524,0.9407301071776488,sgd,0.9401391352838314,0.9500793360185524,,0.9460515073843524,0.936108460463768,adaboost,0.9336907281456404,0.9460515073843524,,0.9471500061027708,0.9397886115449324,random_forest,0.9371239311452078,0.9471500061027708,,0.94678384,0.929892851,meta.RandomSubSpace,0.9344786359999999,0.94678384,,0.921334599213346,0.9314970320048093,0.921334599213346,0.9259570927048827,0.9357096354166666,0.9567705040226776,0.9357096354166666,0.9433341784239215,0.9126083241791774,0.9357082792995706,0.9126083241791774,0.9222972674674192,c50,0.941975911458333,"0.942511900402783
",0.9506896130843404,0.9401777763404608,None,0.941075789489072,0.9506896130843404,
phpmcGu2X,0.9296296296296296,0.9300078346583146,extra_trees,0.932257799908662,0.9296296296296296,,0.9666666666666668,0.9657981449446827,sgd,0.9683132471095436,0.9666666666666668,,0.9444444444444444,0.9435357531708136,liblinear_svc,0.9454238166738166,0.9444444444444444,,0.9407407407407408,0.9403225457874212,extra_trees,0.9407806336598908,0.9407407407407408,,0.803703704,0.8212611009999999,bayes.NaiveBayesMultinomial,0.8625223129999999,0.803703704,,0.9218106995884774,0.9263860400514297,0.9218106995884774,0.9219653162557169,0.9987654320987654,0.9987782921810701,0.9987654320987654,0.998765176471963,0.9740740740740741,0.9741781795022535,0.9740740740740741,0.9739431513524113,bagging,0.839506172839506,"0.796296296296296
",0.9555555555555556,0.955176709794678,None,0.9562289562289562,0.9555555555555556,
phpn1jVwe,0.984620886981402,0.9826042340949068,adaboost,0.9834725205920698,0.984620886981402,,0.984620886981402,0.9830494493192204,adaboost,0.9832292446986536,0.984620886981402,,0.9792560801144492,0.9759879586043936,adaboost,0.9760950746556868,0.9792560801144492,,0.9781831187410588,0.9746246758252168,gradient_boosting,0.974501892179252,0.9781831187410588,,0.980329041,0.977945614,trees.J48,0.977671677,0.980329041,,0.9849026618990863,0.9828892996224705,0.9849026618990863,0.983049071409442,0.9978538213902468,0.997858519336857,0.9978538213902468,0.9977991717086061,0.9824749642346209,0.9805711175469227,0.9824749642346209,0.9808428420694436,bagging,0.986765231906522,"0.976037195994278
",0.9835479256080114,0.9820884408867242,None,0.9819089616753052,0.9835479256080114,
