,sklearn_accuracy_mean,sklearn_f1_score_mean,sklearn_model_1,sklearn_precision_mean,sklearn_recall_mean,sklearn_time_mean,sklearn_e_accuracy_mean,sklearn_e_f1_score_mean,sklearn_e_model_1,sklearn_e_precision_mean,sklearn_e_recall_mean,sklearn_e_time_mean,sklearn_m_accuracy_mean,sklearn_m_f1_score_mean,sklearn_m_model_1,sklearn_m_precision_mean,sklearn_m_recall_mean,sklearn_m_time_mean,sklearn_v_accuracy_mean,sklearn_v_f1_score_mean,sklearn_v_model_1,sklearn_v_precision_mean,sklearn_v_recall_mean,sklearn_v_time_mean,autoweka_accuracy_mean,autoweka_f1_score_mean,autoweka_model_1,autoweka_precision_mean,autoweka_recall_mean,autoweka_time_mean,recipe_valid_acc,recipe_valid_precision,recipe_valid_recall,recipe_valid_f1,recipe_train_acc,recipe_train_precision,recipe_train_recall,recipe_train_f1,recipe_test_acc,recipe_test_precision,recipe_test_recall,recipe_test_f1,smartml_model,smartml_train_acc,smartml_valid_acc,tpot_accuracy_mean,tpot_f1_score_mean,tpot_model_1,tpot_precision_mean,tpot_recall_mean,tpot_time_mean
arrhythmia,0.8849557522123894,0.8832904334263125,extra_trees,0.9063211125158028,0.8849557522123894,,0.8849557522123894,0.8832904334263125,random_forest,0.9063211125158028,0.8849557522123894,,0.8495575221238938,0.8458584141905802,extra_trees,0.8841186319062425,0.8495575221238938,,0.8495575221238938,0.8473797975574855,gradient_boosting,0.8688589656895893,0.8495575221238938,,0.805309735,0.8028992840000001,bayes.BayesNet,0.819406065,0.805309735,,0.8235294117647058,0.823905731824917,0.8235294117647058,0.8224164715156854,1.0,1.0,1.0,1.0,0.5309734513274337,0.7590322318746447,0.5309734513274337,0.4025445225503256,naiveBayes,0.702064896755162,"0.654867256637168
",,,None,,,
audiology,0.9473684210526316,0.9468365823224988,gradient_boosting,0.94703425229741,0.9473684210526316,,0.9649122807017544,0.9649122807017544,lda,0.9649122807017544,0.9649122807017544,,0.9473684210526316,0.9455748905732893,libsvm_svc,0.9509569377990428,0.9473684210526316,,0.9473684210526316,0.9468365823224988,lda,0.94703425229741,0.9473684210526316,,0.929824561,0.928320802,functions.Logistic,0.929766276,0.929824561,,0.9215686274509803,0.9411764705882353,0.9215686274509803,0.9250511015216898,1.0,1.0,1.0,1.0,0.9298245614035088,0.929766276155505,0.9298245614035088,0.9283208020050125,svm,1,"0.894736842105263
",0.9473684210526316,0.9468365823224988,None,0.94703425229741,0.9473684210526316,
avila-tr,0.9986582327007858,0.9986573325686944,adaboost,0.9986631357009378,0.9986582327007858,,0.9942495687176538,0.994243444543778,adaboost,0.9942736387373444,0.9942495687176538,,0.9988499137435308,0.9988488377681072,adaboost,0.9988555266734706,0.9988499137435308,,0.9844738355376652,0.9844583324665382,random_forest,0.9846457177211054,0.9844738355376652,,0.999424957,0.999457402,rules.DecisionTable,0.999524992,0.999424957,,0.9982960596379127,0.9983194375256449,0.9982960596379127,0.9982999619454906,1.0,1.0,1.0,1.0,0.9505462909718229,0.9523934382691982,0.9505462909718229,0.9496322483241364,c50,1,"0.998466551658041
",,,None,,,
churn,0.9592,0.957342907463362,adaboost,0.9584886672839946,0.9592,,0.9592,0.9578350916076286,adaboost,0.9581203224354112,0.9592,,0.948,0.94461853307785,random_forest,0.946928488791973,0.948,,0.948,0.94461853307785,random_forest,0.946928488791973,0.948,,0.9216,0.912490316,rules.JRip,0.9183693909999999,0.9216,,0.9635555555555556,0.9627818073959323,0.9635555555555556,0.9629109696121897,0.9906666666666667,0.990637212391109,0.9906666666666667,0.9906483834371159,0.9568,0.955589875817613,0.9568,0.9557862028095564,bagging,0.9376,"0.9424
",0.9608,0.9590157346216612,None,0.9602548329653108,0.9608,
cifar-10,,,None,,,,,,None,,,,,,None,,,,,,None,,,,0.0,0.0,None,0.0,0.0,,,,,,,,,,,,,,bagging,1,"0.223533333333333
",,,None,,,
connect-4,0.8181961713045194,0.8025299599011708,random_forest,0.798508841717509,0.8181961713045194,,0.8130649299388198,0.7924792866631019,lda,0.7891240322189864,0.8130649299388198,,0.8004736530491415,0.7699151308490215,random_forest,0.7735129729059462,0.8004736530491415,,0.8124925991711072,0.7895119454595981,adaboost,0.7889655854790009,0.8124925991711072,,0.706927176,0.653940022,trees.RandomForest,0.663703672,0.706927176,,,,,,,,,,,,,,c50,0.922336037262913,"0.838247483718176
",,,None,,,
dataset_183_adult,0.8325007506892691,0.8025378126276207,xgradient_boosting,0.8410960867999909,0.8325007506892691,,0.8552944066824993,0.8519579682417069,random_forest,0.8505793211976609,0.8552944066824993,,0.8552944066824993,0.8515142501637153,gradient_boosting,0.8500826812899698,0.8552944066824993,,0.8537930281440231,0.8483094221110452,random_forest,0.8474531408367231,0.8537930281440231,,0.845549095,0.839809865,meta.Bagging,0.838465624,0.845549095,,,,,,,,,,,,,,randomForest,0.876934836613797,"0.855540086806977
",0.8587885240084078,0.8546197900745551,None,0.8534344093676935,0.8587885240084078,
dataset_185_yeast,0.5956873315363881,0.5895131238961067,adaboost,0.6006599378854726,0.5956873315363881,,0.5929919137466307,0.5880288671517055,lda,0.5971158732198095,0.5929919137466307,,0.5579514824797843,0.5542754157656189,xgradient_boosting,0.5638373335804658,0.5579514824797843,,0.5705300988319856,0.5645405900039114,extra_trees,0.5710168898831175,0.5705300988319856,,0.583108715,0.575442696,trees.RandomForest,0.581443547,0.583108715,,0.6047904191616766,0.5992943838394242,0.6047904191616766,0.598556407010714,0.8921832884097035,0.8926841046964895,0.8921832884097035,0.8914172307162227,0.46900269541778977,0.5086139229169975,0.46900269541778977,0.4585006463847661,bagging,0.676549865229111,"0.584905660377358
",0.6064690026954178,0.5972505381447442,None,0.6041897694699778,0.6064690026954178,
dataset_186_satimage,0.9168739635157546,0.9161097948655512,lda,0.9161040195511744,0.9168739635157546,,0.904436152570481,0.9025941954209512,sgd,0.9030371287063844,0.904436152570481,,0.9187396351575456,0.918210462205518,gradient_boosting,0.9180717833075822,0.9187396351575456,,0.9046434494195688,0.9029191126471616,random_forest,0.9028640534383386,0.9046434494195688,,0.913557214,0.9122558940000001,meta.AdaBoostM1,0.912068785,0.913557214,,0.9260539046302695,0.9242996909380277,0.9260539046302695,0.9242622495566818,1.0,1.0,1.0,1.0,0.9185323383084577,0.9169702046610154,0.9185323383084577,0.9168612490842232,knn,1,"0.899875621890547
",0.9107587064676615,0.9085469059744108,None,0.9095499246648882,0.9107587064676615,
dataset_187_abalone,0.2602870813397129,0.2295480768509515,lda,0.2392202726108719,0.2602870813397129,,0.24210526315789474,0.20969909414389684,lda,0.1939575517345571,0.24210526315789474,,0.2529505582137161,0.2274935171969543,lda,0.21860486790218087,0.2529505582137161,,0.2379585326953748,0.2023093408747075,gradient_boosting,0.1884713564475914,0.2379585326953748,,0.254150702,0.212070786,functions.MultilayerPerceptron,0.256886454,0.254150702,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,randomForest,0.525862068965517,"0.250717703349282
",0.2583732057416268,0.23074029957567144,None,0.2219745878425602,0.2583732057416268,
dataset_189_baseball,0.928358208955224,0.9165190530862176,sgd,0.9132718850886632,0.928358208955224,,0.9343283582089552,0.9244947855131708,gradient_boosting,0.9222083651821752,0.9343283582089552,,0.928358208955224,0.918256957756611,gradient_boosting,0.9120381979630044,0.928358208955224,,0.9253731343283582,0.9135822952303252,gradient_boosting,0.9062856066669804,0.9253731343283582,,0.9402985070000001,0.929220464,functions.MultilayerPerceptron,0.933872693,0.9402985070000001,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,randomForest,0.953233830845771,"0.937313432835821
",0.9223880597014924,0.9086586299272864,None,0.9016118467225004,0.9223880597014924,
dataset_194_eucalyptus,0.6630434782608695,0.6557844296156499,gradient_boosting,0.6609241957895078,0.6630434782608695,,0.6956521739130435,0.6884547412918891,lda,0.6936971492801836,0.6956521739130435,,0.6902173913043478,0.6704030071584698,extra_trees,0.6870664690997171,0.6902173913043478,,0.6793478260869565,0.6755990750956021,adaboost,0.6739340356629018,0.6793478260869565,,0.625,0.612863527,functions.Logistic,0.620582846,0.625,,0.5903614457831325,0.5986528083017489,0.5903614457831325,0.5915207068686344,0.9655797101449275,0.9679167756496376,0.9655797101449275,0.9658975593267837,0.3804347826086957,0.4234941974501471,0.3804347826086957,0.3509164535379369,svm,0.793478260869565,"0.673913043478261
",0.7173913043478259,0.7125376483868459,None,0.7120814220311603,0.7173913043478259,
dataset_24_mushroom,1.0,1.0,gradient_boosting,1.0,1.0,,1.0,1.0,random_forest,1.0,1.0,,1.0,1.0,adaboost,1.0,1.0,,1.0,1.0,k_nearest_neighbors,1.0,1.0,,0.9881831609999999,0.988180892,trees.RandomForest,0.9884548120000001,0.9881831609999999,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,c50,1,"1
",1.0,1.0,None,1.0,1.0,
dataset_26_nursery,0.9993827160493828,0.9992293273032332,gaussian_nb,0.9990780636457914,0.9993827160493828,,0.999074074074074,0.9989207095284418,gradient_boosting,0.9987703661711598,0.999074074074074,,0.9996913580246912,0.9995379611148074,libsvm_svc,0.9993863903586124,0.9996913580246912,,0.999074074074074,0.9990740822378086,gradient_boosting,0.9990743893365616,0.999074074074074,,0.999074074,0.99892071,functions.MultilayerPerceptron,0.9987703659999999,0.999074074,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c50,0.999897119341564,"0.998765432098765
",0.9996913580246912,0.9995379611148074,None,0.9993863903586124,0.9996913580246912,
dataset_28_optdigits,0.987900355871886,0.9878840103108504,sgd,0.9880299183365632,0.987900355871886,,0.98220640569395,0.9822136051829934,lda,0.9823446854818072,0.98220640569395,,0.988612099644128,0.9886147111908846,libsvm_svc,0.9887676489609176,0.988612099644128,,0.9779359430604982,0.9779616610334848,adaboost,0.9780741601427084,0.9779359430604982,,0.9836298929999999,0.9836000140000001,lazy.IBk,0.983887435,0.9836298929999999,,0.9889328063241106,0.989044756746441,0.9889328063241106,0.9889423132488615,1.0,1.0,1.0,1.0,0.9893238434163701,0.9894850043237263,0.9893238434163701,0.9893412269465585,rda,0.986239620403321,"0.976512455516014
",,,None,,,
dataset_31_credit-g,0.7466666666666667,0.7330798968845986,lda,0.7312208085158215,0.7466666666666667,,0.7586666666666666,0.7449219625158129,lda,0.744815684064919,0.7586666666666666,,0.7466666666666667,0.7347644438038471,lda,0.7322680135443022,0.7466666666666667,,0.7293333333333333,0.7153349915521856,gradient_boosting,0.7164506704542212,0.7293333333333333,,0.7426666670000001,0.709312724,lazy.LWL,0.72626189,0.7426666670000001,,0.7555555555555555,0.7491958772046737,0.7555555555555555,0.7515886240511321,1.0,1.0,1.0,1.0,0.668,0.6855240110006346,0.668,0.6750379449971601,svm,0.793333333333333,"0.768
",0.7386666666666667,0.7221976323715045,None,0.7213007952043258,0.7386666666666667,
dataset_36_segment,0.9775086505190312,0.9776310751361508,adaboost,0.9782101665354476,0.9775086505190312,,0.9775086505190312,0.9775949541306352,adaboost,0.9778389814357588,0.9775086505190312,,0.9826989619377162,0.9827765755057044,gradient_boosting,0.9829370981823656,0.9826989619377162,,0.9757785467128028,0.9759571908737728,gradient_boosting,0.9764351108300552,0.9757785467128028,,0.977508651,0.9775613790000001,trees.RandomForest,0.977717059,0.977508651,,0.975,0.9752669904509585,0.975,0.9750712830478677,0.995958429561201,0.9960125729523768,0.995958429561201,0.9959656150107349,0.15570934256055363,0.024245399360639838,0.15570934256055363,0.04195760727679589,bagging,0.933602771362587,"0.94636678200692
",0.9775086505190312,0.9775689196500372,None,0.977878461109836,0.9775086505190312,
dataset_39_ecoli,0.8809523809523809,0.8824233600027249,extra_trees,0.9005854583548821,0.8809523809523809,,0.9087301587301588,0.9102570218728075,k_nearest_neighbors,0.9189263668430336,0.9087301587301588,,0.876984126984127,0.8796003956492345,extra_trees,0.8953774661011503,0.876984126984127,,0.876984126984127,0.8774385300860802,gradient_boosting,0.884655623767122,0.876984126984127,,0.900793651,0.908153564,lazy.LWL,0.9233465609999999,0.900793651,,0.7894736842105263,0.7651788785689714,0.7894736842105263,0.7761879394843384,0.9444444444444444,0.9503002711805969,0.9444444444444444,0.9440959072160349,0.47619047619047616,0.44062500000000004,0.47619047619047616,0.3268781196689202,rda,0.857142857142857,"0.892857142857143
",0.8928571428571429,0.8988705298885067,None,0.908262541127562,0.8928571428571429,
dataset_40_sonar,0.7884615384615384,0.7872841444270016,gradient_boosting,0.8009906759906761,0.7884615384615384,,0.8461538461538461,0.8456980056980057,random_forest,0.8553800023065391,0.8461538461538461,,0.8269230769230769,0.8267309826688295,gradient_boosting,0.8320741758241758,0.8269230769230769,,0.8653846153846154,0.8654344175986796,random_forest,0.8661242603550294,0.8653846153846154,,0.634615385,0.629798638,lazy.LWL,0.637019231,0.634615385,,0.8723404255319149,0.8743892828999213,0.8723404255319149,0.8717559036707974,0.9487179487179487,0.9531772575250835,0.9487179487179487,0.9483751542575072,0.4807692307692308,0.2311390532544379,0.4807692307692308,0.31218781218781216,naiveBayes,0.730769230769231,"0.788461538461538
",0.8846153846153846,0.8846153846153846,None,0.8846153846153846,0.8846153846153846,
dataset_42_soybean,0.9181286549707602,0.9042031003434512,lda,0.904663670745542,0.9181286549707602,,0.9239766081871345,0.9038341533441352,gaussian_nb,0.8898572188045872,0.9239766081871345,,0.912280701754386,0.9011310628971804,gradient_boosting,0.905444458076037,0.912280701754386,,0.9005847953216374,0.8782386627862386,gaussian_nb,0.8695053569195446,0.9005847953216374,,0.889570552,0.89008464,functions.SimpleLogistic,0.9000803390000001,0.889570552,,0.9025974025974026,0.9083544901214075,0.9025974025974026,0.90291539312762,0.99609375,0.9961233428030303,0.99609375,0.9960940764821419,0.5847953216374269,0.5697640566061619,0.5847953216374269,0.5703554068966975,naiveBayes,0.619140625,"0.60233918128655
",0.8947368421052632,0.8742937424879351,None,0.8618126123389279,0.8947368421052632,
dataset_44_spambase,0.9551114972487692,0.95495568592168,adaboost,0.9552223711175118,0.9551114972487692,,0.9582971329278888,0.9581476810124702,adaboost,0.9584494721855348,0.9582971329278888,,0.9542426875181002,0.9541008467786599,gradient_boosting,0.954288079474308,0.9542426875181002,,0.9510570518389806,0.9509000103484117,gradient_boosting,0.9511039753424878,0.9510570518389806,,0.944396177,0.944102395,trees.RandomForest,0.944682703,0.944396177,,0.9584541062801932,0.9584183849851186,0.9584541062801932,0.9583903052663804,0.9997101449275362,0.9997102837470153,0.9997101449275362,0.9997101264563018,0.9643788010425717,0.9643660913119639,0.9643788010425717,0.9643716841286828,randomForest,0.978840579710145,"0.960034752389227
",0.9574283231972198,0.9573492830399596,None,0.9574007525364928,0.9574283231972198,
dataset_54_vehicle,0.8254716981132075,0.8244639689994214,lda,0.8238568310373223,0.8254716981132075,,0.8349056603773585,0.8355270376642893,lda,0.8362217681358693,0.8349056603773585,,0.8113207547169812,0.8104674912030303,qda,0.8161261350456847,0.8113207547169812,,0.8018867924528302,0.7984014392513858,gradient_boosting,0.8020162415858063,0.8018867924528302,,0.825471698,0.8246880609999999,trees.LMT,0.8256923270000001,0.825471698,,0.8481675392670157,0.8478965453697984,0.8481675392670157,0.8470979844248193,0.8990536277602523,0.901293846519802,0.8990536277602523,0.8979787641617364,0.5660377358490566,0.5928487150609341,0.5660377358490566,0.5656591571682315,rda,0.869085173501577,"0.839622641509434
",0.8490566037735849,0.8477444361854142,None,0.8521402203211064,0.8490566037735849,
dataset_59_ionosphere,0.9431818181818182,0.94198833181884,gradient_boosting,0.947839046199702,0.9431818181818182,,0.9318181818181818,0.930721003134796,passive_aggressive,0.933982683982684,0.9318181818181818,,0.9431818181818182,0.94198833181884,gradient_boosting,0.947839046199702,0.9431818181818182,,0.9204545454545454,0.91790974763111,extra_trees,0.9292929292929292,0.9204545454545454,,0.943181818,0.941988332,functions.SMO,0.9478390459999999,0.943181818,,0.9113924050632911,0.9215239905938861,0.9113924050632911,0.9127401629717422,0.9277566539923955,0.9279532004917236,0.9277566539923955,0.9278405879820735,0.8181818181818182,0.825068870523416,0.8181818181818182,0.8087983661754152,rda,0.935361216730038,"0.909090909090909
",0.9659090909090908,0.9655154538974924,None,0.9676425269645608,0.9659090909090908,
dataset_60_waveform-5000,0.8685333333333333,0.8683039881356448,lda,0.8688770451903731,0.8685333333333333,,0.8709333333333333,0.8704917300930765,xgradient_boosting,0.8715987643010501,0.8709333333333333,,0.8672,0.8670486302798261,sgd,0.8673811411060847,0.8672,,0.8613333333333334,0.8612641021016826,sgd,0.8613576837615323,0.8613333333333334,,0.8584,0.858438719,functions.Logistic,0.858512299,0.8584,,0.872,0.8734287171469488,0.872,0.8715955514041732,0.8858666666666667,0.8862573652183499,0.8858666666666667,0.8857227253969553,0.86,0.8599188926594629,0.86,0.8599283224352906,randomForest,0.999733333333333,"0.8472
",0.8595999999999999,0.859674872509057,None,0.8599572909246115,0.8595999999999999,
dataset_61_iris,0.9824561403508772,0.9826348553897478,lda,0.9842105263157896,0.9824561403508772,,0.9736842105263158,0.9739522830846216,gaussian_nb,0.9763157894736842,0.9736842105263158,,0.9649122807017544,0.9653833934014436,adaboost,0.9698564593301436,0.9649122807017544,,0.9649122807017544,0.9653833934014436,adaboost,0.9698564593301436,0.9649122807017544,,0.9736842109999999,0.9739522829999999,meta.RandomCommittee,0.976315789,0.9736842109999999,,0.9705882352941176,0.9726890756302521,0.9705882352941176,0.9703589037954363,0.9821428571428571,0.9829734219269104,0.9821428571428571,0.982084879406308,0.7368421052631579,0.7791537667698659,0.7368421052631579,0.7121259029927761,naiveBayes,0.946428571428571,"0.973684210526316
",0.9736842105263158,0.9740659657065698,None,0.9777511961722488,0.9736842105263158,
dataset_6_letter,0.958,0.9580500893783068,adaboost,0.9582513329014856,0.958,,0.956,0.95612702748824,lda,0.9565499041589812,0.956,,0.9616,0.9616165886596036,extra_trees,0.961812367434642,0.9616,,0.951,0.951016616504064,random_forest,0.951389685071472,0.951,,0.9598,0.9598910429999999,meta.AdaBoostM1,0.9602684920000001,0.9598,,,,,,,,,,,,,,randomForest,1,"0.9596
",,,None,,,
dataset_9_autos,0.8076923076923076,0.8068533863862006,adaboost,0.8173579688285569,0.8076923076923076,,0.7884615384615383,0.7904989275957018,adaboost,0.8058029689608638,0.7884615384615383,,0.8461538461538461,0.8489288410441747,gradient_boosting,0.8601722351722353,0.8461538461538461,,0.7948717948717948,0.7968678275129889,gradient_boosting,0.8131056336164694,0.7948717948717948,,0.788461538,0.7896669959999999,trees.RandomForest,0.7953033890000001,0.788461538,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,naiveBayes,0.202614379084967,"0.134615384615385
",0.8205128205128204,0.8218989421158498,None,0.8315952021834375,0.8205128205128204,
devnagari,0.8900434782608695,0.8899101212836101,random_forest,0.8916608742429227,0.8900434782608695,,0.887,0.8867385859971604,random_forest,0.8885753838539245,0.887,,0.8862173913043478,0.8859810285320476,random_forest,0.8877382841777232,0.8862173913043478,,0.8862173913043478,0.8859810285320476,random_forest,0.8877382841777232,0.8862173913043478,,0.0,0.0,None,0.0,0.0,,,,,,,,,,,,,,svm,1,"0.405869565217391
",,,None,,,
electricity-normalized,0.916195856873823,0.9162481227984408,sgd,0.9163486302054342,0.916195856873823,,0.8967749529190208,0.8966743667280669,adaboost,0.8966910840920096,0.8967749529190208,,0.9151659604519774,0.9152954445678948,gradient_boosting,0.9156230098842468,0.9151659604519774,,0.8939500941619586,0.8939072021441965,random_forest,0.8941669978713481,0.8939500941619586,,0.734375,0.735165733,trees.RandomForest,0.73666638,0.734375,,0.8678893683797567,0.8691802861661954,0.8678893683797567,0.8682214754338636,0.8880355461393596,0.8893229670184988,0.8880355461393596,0.8883281354979651,0.8043785310734464,0.8189239746574767,0.8043785310734464,0.7967073240372509,randomForest,0.994673964218456,"0.916931497175141
",0.9158427495291902,0.9158220934365092,None,0.9158102454073384,0.9158427495291902,
eye_movements,0.7028773469885393,0.7026008120846736,extra_trees,0.7024741241307636,0.7028773469885393,,0.6761765423067544,0.6768184465571608,lda,0.6791902746808609,0.6761765423067544,,0.6975128017556692,0.6973153994280112,extra_trees,0.6973124216217848,0.6975128017556692,,0.6605705925384053,0.6616543080385535,random_forest,0.6647899856249349,0.6605705925384053,,0.38405267,0.38428316799999995,rules.OneR,0.385946303,0.38405267,,0.7058106460788297,0.7072325682871005,0.7058106460788297,0.7063347239470419,1.0,1.0,1.0,1.0,0.7560351133869788,0.7568142069846728,0.7560351133869788,0.7563640882539913,randomForest,1,"0.691294806144843
",0.7139722019019752,0.7143040601825352,None,0.7150552748691347,0.7139722019019752,
