dataset,accuracy_1,accuracy_2,accuracy_3,accuracy_mean,accuracy_std,error_1,error_2,error_3,f1score_1,f1score_2,f1score_3,f1score_mean,f1score_std,model_1,model_2,model_3,precision_1,precision_2,precision_3,precision_mean,precision_std,recall_1,recall_2,recall_3,recall_mean,recall_std,time_1,time_2,time_3
phpmPOD5A,0.94544123,,,0.94544123,0,,,,0.940962477,,,0.940962477,0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 10, -K, 0, -depth, 0]",,,0.938203953,,,0.938203953,0,0.94544123,,,0.94544123,0,562,,
phpmcGu2X,0.818518519,,,0.818518519,0,,,,0.822576417,,,0.822576417,0,"best classifier: weka.classifiers.bayes.NaiveBayes
arguments: []",,,0.87696543,,,0.87696543,0,0.818518519,,,0.818518519,0,536,,
phpn1jVwe,0.973533619,,,0.973533619,0,,,,0.967042412,,,0.967042412,0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 7, -K, 4, -depth, 5]",,,0.966088223,,,0.966088223,0,0.973533619,,,0.973533619,0,56,,
phpoOxxNn,0.77,,,0.77,0,,,,0.772856824,,,0.772856824,0,"best classifier: weka.classifiers.functions.SimpleLogistic
arguments: [-S, -W, 0]",,,0.821133929,,,0.821133929,0,0.77,,,0.77,0,554,,
phpoW7Dbi,0.894389439,,,0.894389439,0,,,,0.89439174,,,0.89439174,0,"best classifier: weka.classifiers.functions.SMO
arguments: [-C, 1.0574050316054016, -N, 0, -K, weka.classifiers.functions.supportVector.NormalizedPolyKernel -E 4.819706475007974]",,,0.894471976,,,0.894471976,0,0.894389439,,,0.894389439,0,515,,
phprAeXmK,0.950308733,0.950308733,0.950308733,0.950308733,1.11E-16,,,,0.940090007,0.940090007,0.940090007,0.940090007,0,"best classifier: weka.classifiers.rules.DecisionTable
arguments: [-E, mae, -S, weka.attributeSelection.BestFirst, -X, 3]","best classifier: weka.classifiers.rules.DecisionTable
arguments: [-E, mae, -S, weka.attributeSelection.BestFirst, -X, 3]","best classifier: weka.classifiers.rules.DecisionTable
arguments: [-E, mae, -S, weka.attributeSelection.BestFirst, -X, 3]",0.94234999,0.94234999,0.94234999,0.94234999,0,0.950308733,0.950308733,0.950308733,0.950308733,1.11E-16,632,632,631
phptd5jYj,0.84962406,,,0.84962406,0,,,,0.85072291,,,0.85072291,0,"best classifier: weka.classifiers.functions.Logistic
arguments: [-R, 0.0885405771893914]",,,0.857837953,,,0.857837953,0,0.84962406,,,0.84962406,0,639,,
phpvcoG8S,0.641976774,,,0.641976774,0,,,,0.625193533,,,0.625193533,0,"best classifier: weka.classifiers.bayes.BayesNet
arguments: [-D, -Q, weka.classifiers.bayes.net.search.local.TAN]",,,0.644657949,,,0.644657949,0,0.641976774,,,0.641976774,0,589,,
phpvtdNPU,0,,,0,0,Timeout,,,0,,,0,0,,,,0,,,0,0,0,,,0,0,660,,
phpxijhaP,0.984324324,,,0.984324324,0,,,,0.984323706,,,0.984323706,0,"best classifier: weka.classifiers.functions.SMO
arguments: [-C, 0.7127949742291734, -N, 0, -M, -K, weka.classifiers.functions.supportVector.PolyKernel -E 1.1133446901320447 -L]",,,0.984369687,,,0.984369687,0,0.984324324,,,0.984324324,0,541,,
pokerhand-normalized,0,0,0,0,0,Timeout,Timeout,Timeout,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,660,660,660
schizo,1,,,1,0,,,,1,,,1,0,"best classifier: weka.classifiers.rules.OneR
arguments: [-B, 1]",,,1,,,1,0,1,,,1,0,557,,
shuttle,0.998758621,,,0.998758621,0,,,,0.998532648,,,0.998532648,0,"best classifier: weka.classifiers.trees.REPTree
arguments: [-M, 1, -V, 9.732121077003388E-4, -L, -1, -P]",,,0.998415045,,,0.998415045,0,0.998758621,,,0.998758621,0,548,,
solar-flare_1,0.797468354,,,0.797468354,0,,,,0.783518471,,,0.783518471,0,"best classifier: weka.classifiers.lazy.LWL
arguments: [-K, 90, -A, weka.core.neighboursearch.LinearNNSearch, -W, weka.classifiers.trees.RandomTree, --, -M, 36, -K, 4, -depth, 0, -N, 0]",,,0.771178189,,,0.771178189,0,0.797468354,,,0.797468354,0,510,,
synthetic_control,0.96,,,0.96,0,,,,0.95993042,,,0.95993042,0,"best classifier: weka.classifiers.functions.MultilayerPerceptron
arguments: [-L, 0.3828665974929958, -M, 0.7606801073157273, -B, -H, a, -C, -S, 1]",,,0.960346016,,,0.960346016,0,0.96,,,0.96,0,593,,
tumors_C,0.6,,,0.6,0,,,,0.6,,,0.6,0,"best classifier: weka.classifiers.functions.SMO
arguments: [-C, 0.8874101848849779, -N, 0, -M, -K, weka.classifiers.functions.supportVector.PolyKernel -E 3.995499668306657]",,,0.6,,,0.6,0,0.6,,,0.6,0,645,,
umistfacescropped,0,0,,0,0,Timeout,Timeout,,0,0,,0,0,,,,0,0,,0,0,0,0,,0,0,660,660,
vowel,1,1,1,1,0,,,,1,1,1,1,0,"best classifier: weka.classifiers.lazy.IBk
arguments: [-K, 1, -I]","best classifier: weka.classifiers.lazy.IBk
arguments: [-E, -K, 4, -X, -F]","best classifier: weka.classifiers.lazy.IBk
arguments: [-K, 23, -X, -I]",1,1,1,1,0,1,1,1,1,0,508,510,520
wine-quality-red,0.6975,0.6975,0.6975,0.6975,1.11E-16,,,,0.679235335,0.679235335,0.679235335,0.679235335,0,"best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 125, -K, 5, -depth, 14]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 125, -K, 5, -depth, 14]","best classifier: weka.classifiers.trees.RandomForest
arguments: [-I, 125, -K, 5, -depth, 14]",0.670371679,0.670371679,0.670371679,0.670371679,0,0.6975,0.6975,0.6975,0.6975,1.11E-16,550,532,513
