,dataset,sklearn_accuracy_mean,sklearn_f1_score_mean,sklearn_precision_mean,sklearn_recall_mean,sklearn_time_mean,sklearn_e_accuracy_mean,sklearn_e_f1_score_mean,sklearn_e_precision_mean,sklearn_e_recall_mean,sklearn_e_time_mean,sklearn_m_accuracy_mean,sklearn_m_f1_score_mean,sklearn_m_precision_mean,sklearn_m_recall_mean,sklearn_m_time_mean,sklearn_v_accuracy_mean,sklearn_v_f1_score_mean,sklearn_v_precision_mean,sklearn_v_recall_mean,sklearn_v_time_mean,autoweka_accuracy_mean,autoweka_f1_score_mean,autoweka_precision_mean,autoweka_recall_mean,autoweka_time_mean,recipe_valid_acc,recipe_valid_precision,recipe_valid_recall,recipe_valid_f1,recipe_train_acc,recipe_train_precision,recipe_train_recall,recipe_train_f1,recipe_test_acc,recipe_test_precision,recipe_test_recall,recipe_test_f1,smartml_model,smartml_train_acc,smartml_valid_acc,tpot_accuracy_mean,tpot_f1_score_mean,tpot_precision_mean,tpot_recall_mean,tpot_time_mean
9,aaaData_for_UCI_named,1.0,1.0,1.0,1.0,,0.9996,0.9996000511578846,0.9996004519774012,0.9996,,0.9996,0.9996000511578846,0.9996004519774012,0.9996,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3452,0.11916304,0.3452,0.17716776687481414,,,,1.0,1.0,1.0,1.0,
3,AirlinesCodrnaAdult,,,,,,0.8092377260981912,0.8098707924305113,0.8138422966603307,0.8092377260981912,,,,,,,,,,,,0.6548302736275899,0.6497946434135937,0.6971944887157948,0.6548302736275899,,,,,,,,,,,,,,,,,,,,,
4,Amazon,0.8533333333333334,0.8463024948194098,0.8750066378066378,0.8533333333333334,,0.8133333333333334,0.8060101460994449,0.8297524771524771,0.8133333333333334,,0.768,0.7604744880300298,0.7877172975172976,0.768,,0.7653333333333333,0.7617281850600307,0.7969812409812409,0.7653333333333333,,0.4986666666666666,0.4948851392022424,0.525736271136271,0.4986666666666666,,0.7514792899408284,0.7818827539981386,0.7514792899408284,0.7476008416039925,1.0,1.0,1.0,1.0,0.8133333333333334,0.8354035594035595,0.8133333333333334,0.8038920808600174,,,,0.7466666666666667,0.7373038383171,0.7929644608115197,0.7466666666666667,
10,analcatdata_authorship,0.995260663507109,0.995262751228572,0.9953274147253188,0.995260663507109,,0.985781990521327,0.9856974681040428,0.9861015333664224,0.985781990521327,,0.990521327014218,0.9905062109315952,0.9907497287729116,0.990521327014218,,0.990521327014218,0.990521327014218,0.990521327014218,0.990521327014218,,1.0,1.0,1.0,1.0,,0.9894179894179894,0.9897079075161268,0.9894179894179894,0.9894125053743628,1.0,1.0,1.0,1.0,0.990521327014218,0.9907497287729116,0.990521327014218,0.9905360355173202,,,,0.995260663507109,0.995262751228572,0.9953274147253188,0.995260663507109,
0,AP_Breast_Lung,0.9745762711864406,0.9744617599995208,0.9745188676395056,0.9745762711864406,,0.9745762711864406,0.9744617599995208,0.9745188676395056,0.9745762711864406,,0.9661016949152542,0.9661016949152542,0.9661016949152542,0.9661016949152542,,0.9661016949152542,0.9661016949152542,0.9661016949152542,0.9661016949152542,,0.9745762711864407,0.9744617599995208,0.9745188676395056,0.9745762711864406,,0.9622641509433962,0.9639026812313805,0.9622641509433962,0.962669731049692,1.0,1.0,1.0,1.0,0.9745762711864406,0.9745188676395056,0.9745762711864406,0.9744617599995209,,,,0.9745762711864406,0.9744617599995208,0.9745188676395056,0.9745762711864406,
1,AP_Omentum_Ovary,0.8405797101449275,0.8330619710948965,0.8368223295759527,0.8405797101449275,,0.8695652173913043,0.8600790513833992,0.8762541806020068,0.8695652173913043,,0.7826086956521741,0.766798418972332,0.7713210702341137,0.7826086956521741,,0.8405797101449275,0.8330619710948965,0.8368223295759527,0.8405797101449275,,0.7826086956521741,0.7601945183573423,0.7740220798691564,0.7826086956521741,,0.8225806451612904,0.8196441093969145,0.8225806451612904,0.8208673047382725,0.9320388349514565,0.9400347567186071,0.9320388349514565,0.9335993231722168,0.7971014492753623,0.8124257543359468,0.7971014492753623,0.7646903820816864,,,,0.8405797101449275,0.8289855072463768,0.8412764771460424,0.8405797101449275,
2,AP_Prostate_Ovary,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.9850746268656716,0.9852812779301828,0.986140724946695,0.9850746268656716,,0.9850746268656716,0.9848445844173628,0.9853459972862958,0.9850746268656716,,0.9701492537313432,0.9701492537313432,0.9701492537313432,0.9701492537313432,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8059701492537313,0.649587881488082,0.8059701492537313,0.7193783150363883,,,,1.0,1.0,1.0,1.0,
11,arrhythmia,0.8761061946902655,0.8750286868958259,0.8881085147559624,0.8761061946902655,,0.8230088495575221,0.8215622872702519,0.8249002255769565,0.8230088495575221,,0.8230088495575221,0.8224244448154951,0.8265318162663295,0.8230088495575221,,0.8230088495575221,0.8208175305520438,0.8379796425198502,0.8230088495575221,,0.831858407079646,0.831117287110851,0.8368560366624526,0.831858407079646,,0.7843137254901961,0.7880586196742849,0.7843137254901961,0.7849812265331665,1.0,1.0,1.0,1.0,0.5398230088495575,0.7613897082923632,0.5398230088495575,0.4198004497886829,,,,0.8495575221238938,0.8479845789888724,0.8631094915842443,0.8495575221238938,
12,audiology,0.9473684210526316,0.9468365823224988,0.9470342522974101,0.9473684210526316,,0.9298245614035088,0.9298245614035088,0.9298245614035088,0.9298245614035088,,0.9298245614035088,0.9298245614035088,0.9298245614035088,0.9298245614035088,,0.9473684210526316,0.9478409829287022,0.9489938080495356,0.9473684210526316,,0.9298245614035088,0.9264440170192924,0.9360623781676412,0.9298245614035088,,0.9215686274509804,0.9411764705882352,0.9215686274509804,0.9250511015216898,1.0,1.0,1.0,1.0,0.9298245614035088,0.929766276155505,0.9298245614035088,0.9283208020050124,svm,1.0,"0.894736842105263
",0.912280701754386,0.906679213999238,0.9218154080854308,0.912280701754386,
13,avila-tr,0.9988499137435308,0.9988488377681072,0.9988555266734706,0.9988499137435308,,0.9988499137435308,0.9988488377681072,0.9988555266734706,0.9988499137435308,,0.9980831895725512,0.998256247445313,0.9985285592790732,0.9980831895725512,,0.9980831895725512,0.998076355748519,0.9980930457043788,0.9980831895725512,,0.9996166379145104,0.9996157489187444,0.9996180766695556,0.9996166379145104,,0.9982960596379128,0.9983364899140212,0.9982960596379128,0.9983020996919062,1.0,1.0,1.0,1.0,0.9505462909718227,0.9523934382691982,0.9505462909718227,0.9496322483241364,c50,1.0,"0.998849913743531
",0.9971247843588268,0.997111286901032,0.997132070258477,0.9971247843588268,
14,churn,0.9488,0.9455573333333334,0.9477441176470588,0.9488,,0.9528,0.9509270263908212,0.9514998787878788,0.9528,,0.9568,0.9541106412574766,0.9573598538448764,0.9568,,0.9520000000000001,0.9508735586772848,0.9505487723954876,0.9520000000000001,,0.9352,0.9318417624333272,0.9319425743232024,0.9352,,0.9635555555555556,0.9627818073959324,0.9635555555555556,0.9629109696121896,0.9906666666666668,0.990637212391109,0.9906666666666668,0.990648383437116,0.9568,0.9555898758176129,0.9568,0.9557862028095564,bagging,0.936533333333333,"0.94
",0.964,0.9623613889382604,0.9637871643279436,0.964,
15,cifar-10,,,,,,,,,,,,,,,,,,,,,,,,,,0.28244444444444444,0.2894979819846175,0.28244444444444444,0.26140658003517764,0.2875333333333333,0.2982023922469028,0.2875333333333333,0.2664888393426961,0.28686666666666666,0.29971523592413324,0.28686666666666666,0.2667139572824652,rda,0.7273658336747241,"0.349066666666667
",,,,,
16,connect-4,0.8483126110124334,0.8392774457278885,0.8345726517289593,0.8483126110124334,,0.8474245115452931,0.8330795295700189,0.8295372840510322,0.8474245115452931,,0.8466548253404381,0.8329133500075331,0.8291464230632707,0.8466548253404381,,0.8396092362344583,0.8323128888398843,0.8275748752352928,0.8396092362344583,,0.7069271758436945,0.6539400220472215,0.6637036715960829,0.7069271758436945,,0.8052101835405565,0.7796967644969337,0.8052101835405565,0.7859256725207404,1.0,1.0,1.0,1.0,0.8163410301953818,0.7929085221332054,0.8163410301953818,0.798075404151234,c50,0.9187636923441291,"0.835701598579041
",0.8534635879218473,0.8456342032667391,0.8412869636490108,0.8534635879218473,
5,CovPokElec,0.9601024507944884,0.9598425152517686,0.9597927080505372,0.9601024507944884,,,,,,,0.6052731379952841,0.5913181908564148,0.6020729553933045,0.6052731379952841,,0.44563897087517385,0.2757066797308409,0.2043555630533536,0.44563897087517385,,,,,,,,,,,,,,,,,,,,,"NA
",,,,,
17,dataset_183_adult,0.8589796085496684,0.8545239186843211,0.853449686609237,0.8589796085496684,,0.8585701416755385,0.8542403725641282,0.8530959526713037,0.8585701416755385,,0.8588977151748424,0.8546204079863398,0.853473243640943,0.8588977151748424,,0.8561133404307592,0.8522847816576196,0.8508923390029136,0.8561133404307592,,0.8455490950782082,0.8398098650387092,0.8384656237980112,0.8455490950782082,,0.8541401273885351,0.8506782886933353,0.8541401273885351,0.8520241068802642,0.8500996423794054,0.8442528219764889,0.8500996423794054,0.8457811413948463,0.8482515764474654,0.8424632028115486,0.8482515764474654,0.8441025732334705,c50,0.862520815702547,"0.853574645811154
",0.8592252886741463,0.8545520541702094,0.8535871725867807,0.8592252886741463,
18,dataset_185_yeast,0.5525606469002695,0.5482542665039769,0.5544397960096364,0.5525606469002695,,0.5714285714285714,0.5659822079044167,0.5758108476805796,0.5714285714285714,,0.5525606469002695,0.5494179039069592,0.5592864062415723,0.5525606469002695,,0.5768194070080862,0.5696033577570044,0.5819032702091247,0.5768194070080862,,0.5849056603773585,0.577152094217023,0.5854208642649689,0.5849056603773585,,0.6047904191616766,0.5992943838394242,0.6047904191616766,0.598556407010714,0.8921832884097035,0.8926841046964895,0.8921832884097035,0.8914172307162227,0.4690026954177898,0.5086139229169975,0.4690026954177898,0.4585006463847661,bagging,0.6253369272237199,"0.592991913746631
",0.6226415094339622,0.6138138826248689,0.6266385198642009,0.6226415094339622,
19,dataset_186_satimage,0.9135572139303484,0.9129204392071028,0.9127587084251684,0.9135572139303484,,0.9054726368159204,0.9039030718306392,0.9037979513125144,0.9054726368159204,,0.9203980099502488,0.9195987157113452,0.9194851206820748,0.9203980099502488,,0.9179104477611941,0.916613278069486,0.9168633424557594,0.9179104477611941,,0.9160447761194028,0.9146748791662164,0.9142664730569168,0.9160447761194028,,0.9260539046302696,0.9242996909380276,0.9260539046302696,0.9242622495566818,1.0,1.0,1.0,1.0,0.9185323383084576,0.9169702046610154,0.9185323383084576,0.9168612490842232,randomForest,0.9898382413936129,"0.904228855721393
",0.917910447761194,0.9163829132847456,0.9164423310884036,0.917910447761194,
20,dataset_187_abalone,0.2545454545454545,0.2288671780974121,0.2362292901515635,0.2545454545454545,,0.2555023923444976,0.2478735863398137,0.2540375292567897,0.2555023923444976,,0.25933014354066986,0.2350764529680941,0.2277082942262044,0.25933014354066986,,0.25263157894736843,0.2335077582679589,0.2401291887327421,0.25263157894736843,,0.2519157088122605,0.223480736469237,0.21019541629576727,0.2519157088122605,,,,,,,,,,,,,,randomForest,0.607598978288633,"0.239234449760766
",0.2488038277511961,0.22367100629789727,0.21531282766269152,0.2488038277511961,
21,dataset_189_baseball,0.9343283582089552,0.9207019706089852,0.9189473194773794,0.9343283582089552,,0.9402985074626866,0.9280766587231908,0.927825159914712,0.9402985074626866,,0.9343283582089552,0.9245715175099694,0.9270575024563702,0.9343283582089552,,0.9373134328358208,0.9281677346437486,0.9301886792452828,0.9373134328358208,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,randomForest,0.9840796019900501,"0.937313432835821
",0.9343283582089552,0.9232751079766006,0.9214990876339306,0.9343283582089552,
22,dataset_194_eucalyptus,0.7119565217391305,0.7074871047254853,0.7056810452631928,0.7119565217391305,,0.7228260869565217,0.7214620977754269,0.7261150200702794,0.7228260869565217,,0.6684782608695652,0.6698285377667271,0.6846035974107807,0.6684782608695652,,0.6684782608695652,0.6518331788963715,0.6465853050431855,0.6684782608695652,,0.6467391304347827,0.6298810607809479,0.647251751871317,0.6467391304347826,,0.5903614457831325,0.5986528083017489,0.5903614457831325,0.5915207068686344,0.9655797101449276,0.9679167756496376,0.9655797101449276,0.9658975593267836,0.3804347826086957,0.4234941974501471,0.3804347826086957,0.3509164535379369,svm,0.793478260869565,"0.684782608695652
",0.6956521739130435,0.6817516806342635,0.6925786754597011,0.6956521739130435,
23,dataset_24_mushroom,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.9881831610044312,0.9881808915507516,0.9884548124755941,0.9881831610044312,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,c50,1.0,"1
",1.0,1.0,1.0,1.0,
24,dataset_26_nursery,0.9996913580246912,0.9995379611148074,0.9993863903586124,0.9996913580246912,,0.9996913580246912,0.9996904719944384,0.9996916478293628,0.9996913580246912,,1.0,1.0,1.0,1.0,,0.998148148148148,0.9980009838681716,0.9978746374921966,0.998148148148148,,0.9993827160493828,0.9992293108303866,0.9990780307638852,0.9993827160493828,,,,,,,,,,,,,,c50,0.999897119341564,"0.998765432098765
",0.9996913580246912,0.9995379611148074,0.9993863903586124,0.9996913580246912,
25,dataset_28_optdigits,0.987900355871886,0.9879127125519104,0.988114362884772,0.987900355871886,,0.987188612099644,0.987189665059897,0.9872506603526476,0.987188612099644,,0.986476868327402,0.9864797957795862,0.9865643554046012,0.986476868327402,,0.9850533807829182,0.9850570386088418,0.9853231961921272,0.9850533807829182,,0.987900355871886,0.9879171209741564,0.9880975016205508,0.987900355871886,,0.9865612648221344,0.9866486303289114,0.9865612648221344,0.9865677949526812,1.0,1.0,1.0,1.0,0.988612099644128,0.9887908539783375,0.988612099644128,0.9886343096552636,rda,0.9862396204033209,"0.97508896797153
",0.9850533807829182,0.9850824959850344,0.9853987646378616,0.9850533807829182,
