,dataset,sklearn_accuracy_mean,sklearn_f1_score_mean,sklearn_precision_mean,sklearn_recall_mean,sklearn_time_mean,sklearn_e_accuracy_mean,sklearn_e_f1_score_mean,sklearn_e_precision_mean,sklearn_e_recall_mean,sklearn_e_time_mean,sklearn_m_accuracy_mean,sklearn_m_f1_score_mean,sklearn_m_precision_mean,sklearn_m_recall_mean,sklearn_m_time_mean,sklearn_v_accuracy_mean,sklearn_v_f1_score_mean,sklearn_v_precision_mean,sklearn_v_recall_mean,sklearn_v_time_mean,autoweka_accuracy_mean,autoweka_f1_score_mean,autoweka_precision_mean,autoweka_recall_mean,autoweka_time_mean,recipe_valid_acc,recipe_valid_precision,recipe_valid_recall,recipe_valid_f1,recipe_train_acc,recipe_train_precision,recipe_train_recall,recipe_train_f1,recipe_test_acc,recipe_test_precision,recipe_test_recall,recipe_test_f1,smartml_model,smartml_train_acc,smartml_valid_acc,tpot_accuracy_mean,tpot_f1_score_mean,tpot_precision_mean,tpot_recall_mean,tpot_time_mean
23,dataset_24_mushroom,1.0,1.0,1.0,1.0,,0.9993435089446906,0.9993435042495808,0.9993451135870488,0.9993435089446906,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.9881831610044312,0.9881808915507516,0.988454812475594,0.9881831610044312,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,c50,1.0,"1
",1.0,1.0,1.0,1.0,
24,dataset_26_nursery,0.9996913580246912,0.9995379611148074,0.9993863903586124,0.9996913580246912,,0.9972222222222222,0.9970664046545704,0.996915309977658,0.9972222222222222,,0.9996913580246912,0.9995379611148074,0.9993863903586124,0.9996913580246912,,0.9956790123456792,0.995846003636124,0.9960498194427184,0.9956790123456792,,0.9848765432098766,0.9844463621819504,0.984411920024174,0.9848765432098764,,,,,,,,,,,,,,c50,0.9997942386831279,"0.997530864197531
",0.9993827160493828,0.999383569434992,0.9993863903586124,0.9993827160493828,
25,dataset_28_optdigits,0.988612099644128,0.9886038047499306,0.9887689735608378,0.988612099644128,,0.9736654804270464,0.9736632583501432,0.9738746763263028,0.9736654804270464,,0.9829181494661922,0.982950834966576,0.983106563056367,0.9829181494661922,,0.9686832740213523,0.9686354904763452,0.968795907961838,0.9686832740213523,,0.9836298932384342,0.9836000144148026,0.9838874351038508,0.9836298932384342,,,,,,,,,,,,,,rda,0.98932384341637,"0.975800711743772
",,,,,
26,dataset_31_credit-g,0.7520000000000001,0.7403455961559122,0.7383574546688895,0.7520000000000001,,0.7600000000000001,0.7398092755589157,0.7467788579923381,0.7600000000000001,,0.7413333333333334,0.7302608706253534,0.7273477282950968,0.7413333333333334,,0.754666666666667,0.7350053497643728,0.739485606630197,0.754666666666667,,0.7506666666666666,0.7228080198635815,0.7377814373425041,0.7506666666666666,,0.7555555555555555,0.7491958772046737,0.7555555555555555,0.7515886240511321,1.0,1.0,1.0,1.0,0.6679999999999999,0.6855240110006346,0.6679999999999999,0.6750379449971601,svm,0.790666666666667,"0.768
",0.7520000000000001,0.7320897369157883,0.7372267725918569,0.7520000000000001,
27,dataset_36_segment,0.980968858131488,0.9810790679059282,0.981331430629212,0.980968858131488,,0.9757785467128028,0.9757836228062288,0.9765818300872232,0.9757785467128028,,0.9826989619377162,0.9828334367386076,0.9832338365210336,0.9826989619377162,,0.9653979238754326,0.9653937080879968,0.966044329527884,0.9653979238754326,,0.9775086505190312,0.9775613791240759,0.977717059443004,0.9775086505190312,,,,,,,,,,,,,,bagging,0.9405311778290991,"0.937716262975779
",0.9792387543252596,0.9793353037110052,0.9798054570580736,0.9792387543252596,
28,dataset_39_ecoli,0.9007936507936508,0.9076395086227818,0.9247260015117158,0.9007936507936508,,0.8968253968253967,0.9012506974115808,0.9169591982091982,0.8968253968253967,,0.873015873015873,0.8804775333690699,0.8983354964792934,0.873015873015873,,0.873015873015873,0.8828644307742279,0.905994468494468,0.873015873015873,,0.9007936507936508,0.9059018479186548,0.9137960739851496,0.9007936507936508,,0.7894736842105263,0.7651788785689714,0.7894736842105263,0.7761879394843384,0.9444444444444444,0.9503002711805968,0.9444444444444444,0.9440959072160348,0.4761904761904762,0.440625,0.4761904761904762,0.3268781196689202,svm,0.892857142857143,"0.892857142857143
",0.8928571428571428,0.8948693575677703,0.9029166881177424,0.8928571428571428,
29,dataset_40_sonar,0.7884615384615384,0.7885397990836391,0.7892011834319527,0.7884615384615384,,0.8653846153846154,0.8652347652347653,0.8657280219780219,0.8653846153846154,,0.7692307692307693,0.7685470085470084,0.7770730019605582,0.7692307692307693,,0.9230769230769232,0.9230769230769232,0.9230769230769232,0.9230769230769232,,0.75,0.7486002239641658,0.7522727272727271,0.75,,,,,,,,,,,,,,svm,0.8653846153846151,"0.769230769230769
",0.75,0.7486002239641658,0.7522727272727271,0.75,
30,dataset_42_soybean,0.9181286549707602,0.897033196016862,0.8872152322444721,0.9181286549707602,,0.912280701754386,0.8912807919185932,0.879350181981761,0.912280701754386,,0.912280701754386,0.9011310628971804,0.905444458076037,0.912280701754386,,0.9005847953216374,0.8833106525923474,0.8925759317572182,0.9005847953216374,,0.9018404907975459,0.8974022798238537,0.9110553046135866,0.9018404907975459,,,,,,,,,,,,,,naiveBayes,0.619140625,"0.60233918128655
",0.912280701754386,0.8920335215059094,0.8791379854995416,0.912280701754386,
31,dataset_44_spambase,0.959455545902114,0.9593338754603274,0.9595214168048716,0.959455545902114,,0.9571387199536634,0.9570331945675508,0.9572503389315328,0.9571387199536634,,0.9545322907616566,0.9543946486160152,0.9545703009054864,0.9545322907616566,,0.954532290761656,0.954380595160308,0.954676692161268,0.954532290761656,,0.9443961772371848,0.944102395392005,0.9446827030067398,0.944396177237185,,0.936231884057971,0.936131139991077,0.936231884057971,0.9360899264321804,0.9736231884057972,0.973680101708155,0.9736231884057972,0.973641344536645,0.9548218940052128,0.9547656815938378,0.9548218940052128,0.9547665497917031,randomForest,0.985797101449275,"0.958297132927889
",0.9577179264407758,0.9576166305717052,0.9577572620124976,0.9577179264407758,
32,dataset_54_vehicle,0.8443396226415094,0.8433223422125595,0.8427157237498996,0.8443396226415094,,0.8160377358490566,0.8129489822053639,0.8148145481290229,0.8160377358490566,,0.8349056603773585,0.8342134971377255,0.8335953878406709,0.8349056603773585,,0.8066037735849056,0.8022023456470644,0.8062009199437141,0.8066037735849056,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,rda,0.865930599369085,"0.834905660377358
",0.8066037735849056,0.8016627662947395,0.8023179876902825,0.8066037735849056,
33,dataset_59_ionosphere,0.9318181818181818,0.9300249721056264,0.9384164222873901,0.9318181818181818,,0.9318181818181818,0.9300249721056264,0.93841642228739,0.9318181818181818,,0.9659090909090908,0.9655154538974924,0.9676425269645608,0.9659090909090908,,0.9090909090909092,0.9076280041797282,0.9103896103896104,0.9090909090909092,,0.943181818181818,0.94198833181884,0.947839046199702,0.9431818181818182,,,,,,,,,,,,,,rda,0.9353612167300379,"0.909090909090909
",0.9204545454545454,0.91790974763111,0.9292929292929292,0.9204545454545454,
34,dataset_60_waveform-5000,0.8592000000000001,0.8589068637370411,0.8596775493386667,0.8592000000000001,,0.8704000000000001,0.8700131822052416,0.8711552235876542,0.8704000000000001,,0.8672,0.8670486302798261,0.8673811411060847,0.8672,,0.862933333333333,0.8627267666360829,0.863349082398009,0.862933333333333,,0.8615999999999998,0.8616026068734338,0.8616561508695838,0.8616,,0.8622222222222222,0.8641835248907442,0.8622222222222222,0.8612922115620714,0.9101333333333332,0.9133511687346476,0.9101333333333332,0.9096377622373392,0.8688,0.8693569176150179,0.8688,0.8683525697488798,randomForest,0.999733333333333,"0.8504
",,,,,
35,dataset_61_iris,0.9649122807017544,0.9653833934014436,0.9698564593301436,0.9649122807017544,,0.9824561403508772,0.9827485380116959,0.985645933014354,0.9824561403508772,,0.9649122807017544,0.9653833934014436,0.9698564593301436,0.9649122807017544,,0.964912280701754,0.965383393401444,0.9698564593301428,0.964912280701754,,0.9649122807017544,0.964899483822428,0.9681704260651628,0.9649122807017544,,0.9705882352941176,0.972689075630252,0.9705882352941176,0.9703589037954364,0.9821428571428572,0.9829734219269104,0.9821428571428572,0.982084879406308,0.7368421052631579,0.7791537667698659,0.7368421052631579,0.7121259029927761,naiveBayes,0.9464285714285708,"0.973684210526316
",0.9649122807017544,0.9653833934014436,0.9698564593301436,0.9649122807017544,
36,dataset_6_letter,0.9644,0.9644098928888856,0.9646577168595408,0.9644,,0.9502,0.9502090842385904,0.9505768367777316,0.9502,,0.9616,0.9616165886596036,0.961812367434642,0.9616,,0.951,0.951016616504064,0.951389685071472,0.951,,0.935,0.935102858490976,0.9355944516566932,0.935,,,,,,,,,,,,,,svm,0.989466666666667,"0.972
",,,,,
37,dataset_9_autos,0.8076923076923076,0.8058552558552559,0.8140240070387129,0.8076923076923076,,0.8076923076923078,0.8072379220505407,0.8276748306160071,0.8076923076923078,,0.8205128205128206,0.8203742494065075,0.830115635997989,0.8205128205128206,,0.8076923076923079,0.8118558883645091,0.8307814776140571,0.8076923076923079,,0.7628205128205128,0.7620685749268516,0.7693393072069542,0.7628205128205128,,,,,,,,,,,,,,naiveBayes,0.20261437908496696,0.134615384615385,0.6410256410256411,0.6520466461642932,0.6851867045305959,0.6410256410256411,
38,devnagari,0.8862173913043478,0.8859810285320476,0.8877382841777232,0.8862173913043478,,0.8864202898550725,0.8862042704969003,0.888214371664677,0.8864202898550725,,0.8862173913043478,0.8859810285320476,0.8877382841777232,0.8862173913043478,,0.886217391304348,0.885981028532048,0.887738284177723,0.886217391304348,,0.0,0.0,0.0,0.0,,0.5584541062801932,0.5571688710272914,0.5584541062801932,0.5573236455125329,1.0,1.0,1.0,1.0,0.5857391304347827,0.586966314983441,0.5857391304347827,0.5857984346769778,svm,1.0,"0.406478260869565
",,,,,
39,electricity-normalized,0.9148717043314502,0.9149648540315736,0.9151604593324201,0.9148717043314502,,0.8955096516007534,0.8952147909165009,0.8955684716383601,0.8955096516007534,,0.9151659604519774,0.9152954445678948,0.9156230098842468,0.9151659604519774,,0.890625,0.89043995158536,0.8904364513165541,0.890625,,0.734375,0.7351657331802173,0.7366663797955862,0.734375,,0.8586700666928208,0.8604676317440034,0.8586700666928208,0.8590943236980554,0.8855049435028248,0.8869009935717647,0.8855049435028248,0.8858167557650451,0.8042019774011301,0.8187251829378933,0.8042019774011301,0.7965238468928802,randomForest,0.995056497175141,"0.916754943502825
",,,,,
40,eye_movements,0.6826383808827116,0.6823021621478481,0.6822133957861817,0.6826383808827116,,0.6570348695440137,0.6578107993933028,0.6620296024336996,0.6570348695440137,,0.6823945379175811,0.6817532610507421,0.6815977763876838,0.6823945379175811,,0.6437454279444039,0.6448330609728629,0.64848782109687,0.6437454279444039,,0.3840526700804682,0.3842831676331424,0.3859463031335261,0.3840526700804682,,0.6940268183665177,0.6978377346111301,0.6940268183665177,0.6952657357722404,1.0,1.0,1.0,1.0,0.7560351133869788,0.7568142069846728,0.7560351133869788,0.7563640882539913,randomForest,0.999878078517435,"0.697512801755669
",,,,,
6,GCM,0.75,0.7433201058201058,0.8072916666666666,0.75,,0.7291666666666666,0.7250992063492064,0.8159722222222222,0.7291666666666666,,0.7291666666666666,0.7224867724867726,0.7864583333333334,0.7291666666666666,,0.8125,0.8139880952380952,0.8538194444444445,0.8125,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,svm,0.7826086956521741,"0.604166666666667
",,,,,
41,gina_agnostic,0.9238754325259516,0.9238896336594454,0.9239432052648576,0.9238754325259516,,0.9250288350634372,0.9250396252571264,0.9250725924450752,0.9250288350634372,,0.9515570934256056,0.9515618710872521,0.9515767905821919,0.9515570934256056,,0.9342560553633218,0.9342655175331724,0.9342973787060316,0.9342560553633218,,0.8881199538638985,0.8880718926679165,0.8881399637530223,0.8881199538638985,,,,,,,,,,,,,,plsda,0.808551992225462,"0.806228373702422
",,,,,
42,hiva_agnostic,0.965658475110271,0.9561548452968304,0.95862578330294,0.965658475110271,,0.9653434152488972,0.9568509134482508,0.9574983537273236,0.9653434152488972,,0.9650283553875236,0.9566734781633124,0.9566963412703586,0.9650283553875236,,0.965028355387524,0.956673478163312,0.956696341270359,0.965028355387524,,0.9640831758034026,0.9576905866978538,0.9559282308925156,0.9640831758034026,,0.9642857142857144,0.9588046362239909,0.9642857142857144,0.961075361075361,0.9949542730999684,0.9948710758399688,0.9949542730999684,0.9948359155771318,0.9669187145557656,0.9602785250351412,0.9669187145557656,0.9606556138112868,svm,1.0,"0.962192816635161
",,,,,
43,ipums_la_99-small,0.9317051108095884,0.9130166539902804,0.9118572315742336,0.9317051108095884,,0.9289914066033468,0.9074983069905292,0.9019606010674494,0.9289914066033468,,0.9311020654304236,0.9051323327409868,0.9136912561132464,0.9311020654304236,,0.931705110809588,0.9011486631253092,0.916929908378152,0.931705110809588,,0.8504398826979472,0.7817038541439135,0.7232479940832982,0.8504398826979472,,,,,,,,,,,,,,randomForest,0.9516056083220258,"0.933061962912709
",,,,,
44,jm1,0.8192505510653931,0.7774539865552419,0.7903788553629217,0.8192505510653931,,0.8170462894930198,0.7650121634340965,0.7894549677104168,0.8170462894930198,,0.8100661278471712,0.7756244425547311,0.7745885967578688,0.8100661278471712,,0.8111682586333578,0.7659375213541129,0.7730744516294661,0.8111682586333578,,0.8111682586333577,0.7675027420516144,0.7733682784564332,0.8111682586333578,,,,,,,,,,,,,,plsda,0.813303932377802,"0.815576781778104
",0.8192505510653931,0.7834111702805144,0.7898202073525724,0.8192505510653931,
45,jungle_chess_2pcs_endgame_panther_lion,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.9846938775510204,0.9844976164406776,0.9844265842885738,0.9846938775510204,,,,,,,,,,,,,,c50,1.0,"1
",1.0,1.0,1.0,1.0,
7,KDDCup99,0.9996518359580584,0.9996128664945596,0.9995942456937472,0.9996518359580584,,0.999616749659258,0.9995785144921248,0.9995633243021246,0.999616749659258,,0.9996329433356276,0.99959383174054,0.9995777338589446,0.9996329433356276,,0.99961944860532,0.999580623134871,0.999563965632071,0.99961944860532,,0.0,0.0,0.0,0.0,,0.9994602132157796,0.9994437006972388,0.9994602132157796,0.9994380053410872,0.9999946021078768,0.9999946050752804,0.9999946021078768,0.9999945985801816,0.4163070321039634,0.4188310124919002,0.4163070321039634,0.4175102334466781,svm,0.999916047517105,"0.998631634346788
",,,,,
46,kin8nm,0.896484375,0.8964701279877507,0.8964713003268481,0.896484375,,0.84912109375,0.8491039700455901,0.8490969848644481,0.84912109375,,0.89697265625,0.8969905911933798,0.8970432017195735,0.89697265625,,0.8671875,0.8672171814637244,0.8673064453902529,0.8671875,,0.78515625,0.7850814768681063,0.7850802177373828,0.78515625,,,,,,,,,,,,,,knn,0.887532552083333,"0.857421875
",0.85546875,0.8555233896995857,0.8558130222073015,0.85546875,
47,leukemia,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.944444444444444,0.9430776014109352,0.952457264957265,0.944444444444444,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8690476190476191,0.8333333333333334,0.8206060606060606,knn,1.0,"0.722222222222222
",0.9444444444444444,0.9435154217762912,0.9490740740740741,0.9444444444444444,
