,sklearn_accuracy_mean,sklearn_f1_score_mean,sklearn_model_1,sklearn_precision_mean,sklearn_recall_mean,sklearn_time_mean,sklearn_e_accuracy_mean,sklearn_e_f1_score_mean,sklearn_e_model_1,sklearn_e_precision_mean,sklearn_e_recall_mean,sklearn_e_time_mean,sklearn_m_accuracy_mean,sklearn_m_f1_score_mean,sklearn_m_model_1,sklearn_m_precision_mean,sklearn_m_recall_mean,sklearn_m_time_mean,sklearn_v_accuracy_mean,sklearn_v_f1_score_mean,sklearn_v_model_1,sklearn_v_precision_mean,sklearn_v_recall_mean,sklearn_v_time_mean,autoweka_accuracy_mean,autoweka_f1_score_mean,autoweka_model_1,autoweka_precision_mean,autoweka_recall_mean,autoweka_time_mean,recipe_valid_acc,recipe_valid_precision,recipe_valid_recall,recipe_valid_f1,recipe_train_acc,recipe_train_precision,recipe_train_recall,recipe_train_f1,recipe_test_acc,recipe_test_precision,recipe_test_recall,recipe_test_f1,smartml_model,smartml_train_acc,smartml_valid_acc,tpot_accuracy_mean,tpot_f1_score_mean,tpot_model_1,tpot_precision_mean,tpot_recall_mean,tpot_time_mean
eye_movements,0.6826383808827116,0.6823021621478481,extra_trees,0.6822133957861817,0.6826383808827116,,0.6570348695440137,0.6578107993933028,lda,0.6620296024336996,0.6570348695440137,,0.6823945379175811,0.6817532610507421,gradient_boosting,0.6815977763876838,0.6823945379175811,,0.6437454279444039,0.6448330609728629,random_forest,0.64848782109687,0.6437454279444039,,0.38405267,0.38428316799999995,rules.OneR,0.385946303,0.38405267,,0.6940268183665177,0.6978377346111301,0.6940268183665177,0.6952657357722404,1.0,1.0,1.0,1.0,0.7560351133869788,0.7568142069846728,0.7560351133869788,0.7563640882539913,randomForest,0.999878078517435,"0.697512801755669
",,,None,,,
gina_agnostic,0.9238754325259516,0.9238896336594454,extra_trees,0.9239432052648576,0.9238754325259516,,0.9250288350634372,0.9250396252571264,random_forest,0.9250725924450752,0.9250288350634372,,0.9515570934256056,0.951561871087252,gradient_boosting,0.951576790582192,0.9515570934256056,,0.9342560553633218,0.9342655175331724,random_forest,0.9342973787060316,0.9342560553633218,,0.8881199540000001,0.888071893,functions.SMO,0.8881399640000001,0.8881199540000001,,,,,,,,,,,,,,plsda,0.808551992225462,"0.806228373702422
",,,None,,,
hiva_agnostic,0.965658475110271,0.9561548452968304,adaboost,0.95862578330294,0.965658475110271,,0.9653434152488972,0.9568509134482508,random_forest,0.9574983537273236,0.9653434152488972,,0.9650283553875236,0.9566734781633124,random_forest,0.9566963412703586,0.9650283553875236,,0.9650283553875241,0.956673478163312,random_forest,0.956696341270359,0.9650283553875241,,0.9640831759999999,0.957690587,trees.RandomForest,0.9559282309999999,0.9640831759999999,,0.9642857142857143,0.958804636223991,0.9642857142857143,0.961075361075361,0.9949542730999684,0.9948710758399687,0.9949542730999684,0.9948359155771318,0.9669187145557656,0.9602785250351413,0.9669187145557656,0.9606556138112868,svm,1,"0.962192816635161
",,,None,,,
ipums_la_99-small,0.9317051108095884,0.9130166539902804,random_forest,0.9118572315742336,0.9317051108095884,,0.9289914066033468,0.9074983069905292,random_forest,0.9019606010674494,0.9289914066033468,,0.9311020654304236,0.9051323327409868,gradient_boosting,0.9136912561132464,0.9311020654304236,,0.931705110809588,0.9011486631253092,random_forest,0.9169299083781519,0.931705110809588,,0.850439883,0.7817038540000001,rules.ZeroR,0.7232479940000001,0.850439883,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,randomForest,0.951605608322026,"0.933061962912709
",,,None,,,
jm1,0.8192505510653931,0.7774539865552419,random_forest,0.7903788553629217,0.8192505510653931,,0.8170462894930198,0.7650121634340965,random_forest,0.7894549677104168,0.8170462894930198,,0.8100661278471712,0.7756244425547311,random_forest,0.7745885967578688,0.8100661278471712,,0.8111682586333578,0.7659375213541129,random_forest,0.7730744516294661,0.8111682586333578,,0.8111682590000001,0.767502742,meta.Vote,0.773368278,0.8111682590000001,,,,,,,,,,,,,,plsda,0.813303932377802,"0.815576781778104
",0.8192505510653931,0.7834111702805144,None,0.7898202073525724,0.8192505510653931,
jungle_chess_2pcs_endgame_panther_lion,1.0,1.0,liblinear_svc,1.0,1.0,,1.0,1.0,adaboost,1.0,1.0,,1.0,1.0,gradient_boosting,1.0,1.0,,1.0,1.0,adaboost,1.0,1.0,,0.984693878,0.984497616,trees.J48,0.984426584,0.984693878,,,,,,,,,,,,,,c50,1,"1
",1.0,1.0,None,1.0,1.0,
kin8nm,0.896484375,0.8964701279877507,libsvm_svc,0.8964713003268481,0.896484375,,0.84912109375,0.8491039700455901,random_forest,0.8490969848644481,0.84912109375,,0.89697265625,0.8969905911933798,libsvm_svc,0.8970432017195735,0.89697265625,,0.8671875,0.8672171814637244,liblinear_svc,0.8673064453902529,0.8671875,,0.78515625,0.7850814770000001,functions.MultilayerPerceptron,0.7850802179999999,0.78515625,,,,,,,,,,,,,,knn,0.887532552083333,"0.857421875
",0.85546875,0.8555233896995857,None,0.8558130222073015,0.85546875,
leukemia,1.0,1.0,passive_aggressive,1.0,1.0,,1.0,1.0,lda,1.0,1.0,,1.0,1.0,passive_aggressive,1.0,1.0,,0.944444444444444,0.9430776014109352,lda,0.952457264957265,0.944444444444444,,1.0,1.0,bayes.NaiveBayes,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8690476190476191,0.8333333333333334,0.8206060606060606,knn,1,"0.722222222222222
",0.9444444444444444,0.9435154217762912,None,0.949074074074074,0.9444444444444444,
lymphoma_2classes,0.5555555555555555,0.5428571428571428,random_forest,0.5555555555555555,0.5555555555555555,,0.8333333333333334,0.8317793317793317,gaussian_nb,0.8692129629629631,0.8333333333333334,,0.7777777777777778,0.7777777777777778,random_forest,0.7777777777777778,0.7777777777777778,,0.7222222222222221,0.723387723387723,lda,0.744179894179894,0.7222222222222221,,0.75,0.7517482520000001,trees.RandomForest,0.7638888890000001,0.75,,0.9,0.9166666666666667,0.9,0.898989898989899,1.0,1.0,1.0,1.0,0.3333333333333333,0.15151515151515152,0.3333333333333333,0.20833333333333337,knn,0.666666666666667,"0.583333333333333
",,,None,,,
mfeat-pixel,0.9940000000000001,0.9939131486289432,extra_trees,0.9940395604395604,0.9940000000000001,,0.994,0.9939131486289432,k_nearest_neighbors,0.9940395604395604,0.994,,0.9953333333333332,0.9952984865362848,lda,0.9953338397071114,0.9953333333333332,,0.994666666666667,0.9945960530258108,random_forest,0.994698914008165,0.994666666666667,,0.996,0.995961862,functions.SMO,0.9960176209999999,0.996,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.994,0.9940395604395604,0.994,0.9939131486289433,plsda,0.988,"0.988
",0.995,0.9949375052242456,None,0.9950285907924674,0.995,
mnist_784,0.9641333333333332,0.9641254367516232,random_forest,0.9641699365054298,0.9641333333333332,,0.9642857142857144,0.9642743911582748,random_forest,0.9643138542302488,0.9642857142857144,,0.9641714285714286,0.9641589974689524,random_forest,0.9641974738140248,0.9641714285714286,,0.9641714285714279,0.9641589974689521,random_forest,0.9641974738140252,0.9641714285714279,,0.0,0.0,None,0.0,0.0,,0.9067936507936508,0.9078888688836324,0.9067936507936508,0.9069087554273577,0.9196952380952381,0.9203134079874488,0.9196952380952381,0.9197202021027898,0.9058285714285714,0.9070322709547973,0.9058285714285714,0.9060391220542611,bagging,0.742745098039216,"0.686514285714286
",,,None,,,
openml_phpJNxH0q,0.9733333333333332,0.9731165921214932,extra_trees,0.9736387324501692,0.9733333333333332,,0.9638095238095238,0.963298060110874,sgd,0.9646960335754398,0.9638095238095238,,0.9771428571428572,0.977098760492958,extra_trees,0.9771028411364546,0.9771428571428572,,0.977142857142857,0.9771507725908628,sgd,0.9772068184774648,0.977142857142857,,0.9828571429999999,0.9828174559999999,bayes.NaiveBayes,0.98285114,0.9828571429999999,,0.9556962025316456,0.9559621316881184,0.9556962025316456,0.9557877111443027,0.9522900763358778,0.95276254134634,0.9522900763358778,0.9524331445212276,0.96,0.9602475685234305,0.96,0.9600888066604996,naiveBayes,0.958015267175573,"0.971428571428571
",0.9542857142857144,0.9541495291289932,None,0.9542541791739656,0.9542857142857144,
page-blocks,0.9788166544923299,0.9787843300026392,adaboost,0.9787545819399102,0.9788166544923299,,0.975164353542732,0.9750882556577536,extra_trees,0.9750223429955364,0.975164353542732,,0.9773557341124908,0.9771079644216216,gradient_boosting,0.9769900267274694,0.9773557341124908,,0.9773557341124908,0.9771801783360192,random_forest,0.9770700836773012,0.9773557341124908,,0.9773557340000001,0.97695999,trees.RandomForest,0.976892731,0.9773557340000001,,,,,,,,,,,,,,randomForest,0.992690058479532,"0.97881665449233
",0.9788166544923299,0.9787189042467248,None,0.9786446106041468,0.9788166544923299,
php0FyS2T,0.6475,0.6433375929625931,random_forest,0.724015873015873,0.6475,,0.565,0.5537353618603619,random_forest,0.6199771825396825,0.565,,0.5925,0.5875674741924742,random_forest,0.6557708333333335,0.5925,,0.5925,0.5875674741924742,random_forest,0.6557708333333335,0.5925,,0.4925,0.486282676,bayes.NaiveBayes,0.549193452,0.4925,,,,,,,,,,,,,,svm,0.958333333333333,"0.71
",,,None,,,
php3CTpvq,0.6537647657568371,0.6547599442416616,lda,0.6591197085337405,0.6537647657568371,,0.6541308404539327,0.6532748488765185,lda,0.6549841049284204,0.6541308404539327,,0.6542736988723113,0.6531923527111614,random_forest,0.6543594546631789,0.6542736988723113,,0.654273698872311,0.653192352711161,random_forest,0.6543594546631789,0.654273698872311,,0.5411566170000001,0.541592702,trees.RandomForest,0.544967482,0.5411566170000001,,0.4754761904761905,0.4752370688919976,0.4754761904761905,0.47527125092941314,1.0,1.0,1.0,1.0,0.5145313797444621,0.5131180384524172,0.5145313797444621,0.513735247300377,randomForest,0.962499665175582,"0.659711247421852
",,,None,,,
php5OMDBD,0.996,0.9959358288770054,multinomial_nb,0.9964444444444444,0.996,,1.0,1.0,k_nearest_neighbors,1.0,1.0,,0.976,0.9771389436157236,adaboost,0.9858095238095238,0.976,,1.0,1.0,gaussian_nb,1.0,1.0,,0.992,0.9923555559999999,trees.RandomTree,0.9946666670000001,0.992,,,,,,,,,,,,,,randomForest,1,"1
",1.0,1.0,None,1.0,1.0,
php5s7Ep8,0.7818930041152263,0.7807281222578735,adaboost,0.7863172823501875,0.7818930041152263,,0.7860082304526749,0.7836577244626731,adaboost,0.7893274935876374,0.7860082304526749,,0.7633744855967078,0.7640622962677103,gradient_boosting,0.7680339332996888,0.7633744855967078,,0.7695473251028807,0.7666638363149467,gradient_boosting,0.7726067584789209,0.7695473251028807,,0.775720165,0.768011817,trees.RandomForest,0.784187647,0.775720165,,,,,,,,,,,,,,svm,0.75807560137457,"0.720164609053498
",0.8106995884773662,0.8086623864521606,None,0.8140402469441654,0.8106995884773662,
php7KLval,0.8,0.7687804878048781,adaboost,0.7904334828101643,0.8,,0.792,0.7672227722772277,random_forest,0.7746728110599078,0.792,,0.816,0.7872780487804879,random_forest,0.8158086696562034,0.816,,0.8,0.7631502078418155,extra_trees,0.7969354529783567,0.8,,0.748,0.64016476,trees.J48,0.559504,0.748,,,,,,,,,,,,,,randomForest,0.833333333333333,"0.76
",,,None,,,
phpB0xrNj,0.9586324786324788,0.958615571161134,libsvm_svc,0.9592888483957508,0.9586324786324788,,0.9452991452991454,0.9452784097866344,qda,0.9464460159895248,0.9452991452991454,,0.9516239316239316,0.9516032814368586,libsvm_svc,0.9526333545950528,0.9516239316239316,,0.936410256410256,0.9363160591621328,random_forest,0.9379460759931841,0.936410256410256,,0.8794871790000001,0.879336453,trees.RandomForest,0.88523361,0.8794871790000001,,0.9452991452991453,0.9478894762333624,0.9452991452991453,0.9453056240699416,0.9970925260817514,0.9971057422928113,0.9970925260817514,0.9970928222984973,0.8476923076923077,0.9078199725731675,0.8476923076923077,0.8535683801722428,svm,1,"0.911794871794872
",,,None,,,
phpCsX3fx,0.7525,0.7522653596403596,random_forest,0.8217023809523809,0.7525,,0.7475,0.7502476412476413,adaboost,0.8273988095238096,0.7475,,0.7525,0.7522653596403596,random_forest,0.8217023809523809,0.7525,,0.7525,0.7522653596403596,random_forest,0.8217023809523809,0.7525,,0.7825,0.785017194,bayes.NaiveBayes,0.8392420629999999,0.7825,,,,,,,,,,,,,,svm,0.9975,"0.8175
",,,None,,,
phpEZ030X,0.75,0.7420634920634921,random_forest,0.8409090909090908,0.75,,0.8125,0.8102941176470588,adaboost,0.8687499999999999,0.8125,,0.75,0.7420634920634921,random_forest,0.8409090909090908,0.75,,0.75,0.7420634920634921,passive_aggressive,0.8409090909090908,0.75,,0.75,0.75,rules.OneR,0.773809524,0.75,,,,,,,,,,,,,,svm,1,"0.5
",,,None,,,
phpGReJjU,1.0,1.0,k_nearest_neighbors,1.0,1.0,,0.9998252664686356,0.9998253320494638,qda,0.9998262488651166,0.9998252664686356,,1.0,1.0,gradient_boosting,1.0,1.0,,1.0,1.0,random_forest,1.0,1.0,,1.0,1.0,trees.RandomForest,1.0,1.0,,,,,,,,,,,,,,c50,1,"1
",,,None,,,
phpGUrE90,0.8939393939393939,0.8931590951964468,adaboost,0.8933820968303727,0.8939393939393939,,0.8825757575757576,0.8821633954377316,passive_aggressive,0.8819948208742776,0.8825757575757576,,0.875,0.8742452992927376,extra_trees,0.8741662961316141,0.875,,0.8522727272727273,0.8524349519477507,random_forest,0.8526227769390928,0.8522727272727273,,0.8787878790000001,0.878211401,functions.SMO,0.878067837,0.8787878790000001,,,,,,,,,,,,,,svm,0.776232616940582,"0.734848484848485
",0.8787878787878788,0.8790497729938436,None,0.8794174844088786,0.8787878787878788,
phpHyLSNF,0.8811188811188811,0.8764543312574228,liblinear_svc,0.9153263403263402,0.8811188811188811,,0.8881118881118881,0.8751705976700396,random_forest,0.8894751712933532,0.8881118881118881,,0.8811188811188811,0.8760459655034494,gradient_boosting,0.9173778241960059,0.8811188811188811,,0.8181818181818182,0.8048051557544786,random_forest,0.8434426684426685,0.8181818181818182,,0.832167832,0.8322220490000001,bayes.NaiveBayes,0.8545984320000001,0.832167832,,,,,,,,,,,,,,bagging,0.86214953271028,"0.622377622377622
",,,None,,,
phpN4gaxw,0.9959746981023576,0.9959719940576868,libsvm_svc,0.9959882302463792,0.9959746981023576,,0.9962622196664748,0.9962611936787028,qda,0.9962765135232527,0.9962622196664748,,0.9959746981023576,0.9959737324305274,gradient_boosting,0.9959815833924672,0.9959746981023576,,0.9965497412305924,0.9965490732438852,random_forest,0.9965708618413772,0.9965497412305924,,0.932432432,0.932402359,functions.Logistic,0.9325885309999999,0.932432432,,,,,,,,,,,,,,NA,NA,"NA
",,,None,,,
phpNevWWL,0.7057142857142857,0.7002435421901703,xgradient_boosting,0.7053520718270941,0.7057142857142857,,0.7157142857142857,0.7002143965429632,adaboost,0.7187848713181031,0.7157142857142857,,0.7057142857142857,0.6950020824127665,sgd,0.6995720997760959,0.7057142857142857,,0.6971428571428572,0.6743135794513365,xgradient_boosting,0.6817763247648305,0.6971428571428572,,0.715714286,0.6944940190000001,functions.MultilayerPerceptron,0.6864031429999999,0.715714286,,,,,,,,,,,,,,randomForest,0.834761904761905,"0.718571428571429
",0.7114285714285714,0.6999193164740045,None,0.7072364165407643,0.7114285714285714,
phpPbCMyg,0.6006535947712418,0.5873274652576169,random_forest,0.5828140186478215,0.6006535947712418,,0.5993464052287582,0.5823418557081086,adaboost,0.57817019845574,0.5993464052287582,,0.592156862745098,0.5785191431560419,random_forest,0.573814406061228,0.592156862745098,,0.592156862745098,0.5785191431560419,random_forest,0.573814406061228,0.592156862745098,,0.588235294,0.580196974,meta.AdaBoostM1,0.575413981,0.588235294,,,,,,,,,,,,,,randomForest,0.768962510897995,"0.597385620915033
",,,None,,,
phpSZJq5T,0.9111111111111112,0.912562553640985,bernoulli_nb,0.9366381766381764,0.9111111111111112,,0.9111111111111112,0.9128196930946292,lda,0.9321869488536154,0.9111111111111112,,0.9111111111111112,0.9113635668692428,gradient_boosting,0.93013468013468,0.9111111111111112,,0.9222222222222224,0.9237208216619979,gradient_boosting,0.9424074074074074,0.9222222222222224,,0.922222222,0.923177975,bayes.NaiveBayes,0.9382323229999999,0.922222222,,,,,,,,,,,,,,bagging,0.992592592592593,"0.822222222222222
",,,None,,,
phpTJRsqa,0.6546938775510204,0.6441994370249879,adaboost,0.6574476585048626,0.6546938775510204,,0.6734693877551021,0.6606941119600006,extra_trees,0.6935252947848372,0.6734693877551021,,0.6481632653061224,0.6391243379328642,gradient_boosting,0.6432591311346552,0.6481632653061224,,0.6522448979591837,0.6366833402750048,extra_trees,0.6792148234787986,0.6522448979591837,,0.678367347,0.667600825,lazy.IBk,0.682298727,0.678367347,,,,,,,,,,,,,,bagging,0.524367002450313,"0.507755102040816
",0.686530612244898,0.6741444597363679,None,0.705538268005615,0.686530612244898,
phpVeNa5j,0.9970674486803521,0.9970662433111344,gradient_boosting,0.9970729075421159,0.9970674486803521,,0.99633431085044,0.9963321873074552,adaboost,0.9963450871085084,0.99633431085044,,0.997067448680352,0.9970662433111344,gradient_boosting,0.997072907542116,0.997067448680352,,0.9970674486803521,0.9970669872358988,gradient_boosting,0.9970758114692864,0.9970674486803521,,0.995601173,0.9956014940000001,meta.AdaBoostM1,0.995623563,0.995601173,,,,,,,,,,,,,,randomForest,0.999755620723363,"0.997800586510264
",,,None,,,
phpWfYmlu,0.9754954954954954,0.9754925596283136,adaboost,0.9757528701729672,0.9754954954954954,,0.9756756756756756,0.9756746519312764,adaboost,0.9757684463367357,0.9756756756756756,,0.9785585585585586,0.9785561816138156,gaussian_nb,0.9787935011966888,0.9785585585585586,,0.9715315315315319,0.9715272060581128,gaussian_nb,0.971832042080445,0.9715315315315319,,0.96990991,0.969895455,functions.SMO,0.970703698,0.96990991,,0.9831831831831832,0.9832805905320525,0.9831831831831832,0.9831807800317467,0.9801801801801802,0.9802762145075863,0.9801801801801802,0.980177244816935,0.9783783783783784,0.9786026176586284,0.9783783783783784,0.9783761038653832,naiveBayes,0.98018018018018,"0.978378378378378
",,,None,,,
phpYLeydd,0.648440664236533,0.6381442230570351,random_forest,0.6460977712103498,0.648440664236533,,0.6528959092750102,0.6418869475150949,liblinear_svc,0.6495104570385241,0.6528959092750102,,0.6597812879708383,0.6549771055796781,gradient_boosting,0.6564811314810228,0.6597812879708383,,0.6306196840826246,0.6146566424080112,random_forest,0.6375939794871269,0.6306196840826246,,0.5937626570000001,0.580850069,trees.RandomForest,0.58749545,0.5937626570000001,,,,,,,,,,,,,,NA,NA,"NA
",,,None,,,
phpZrCzJR,0.9921568627450981,0.9912466099317312,liblinear_svc,0.9917189550451412,0.9921568627450981,,0.992156862745098,0.9912466099317312,gradient_boosting,0.9917189550451412,0.992156862745098,,0.9898039215686274,0.9884317762211614,adaboost,0.9886889292534116,0.9898039215686274,,0.9921568627450981,0.9909469466897164,libsvm_svc,0.9922189128816082,0.9921568627450981,,0.9921568629999999,0.99124661,rules.OneR,0.991718955,0.9921568629999999,,,,,,,,,,,,,,randomForest,0.996078431372549,"0.990588235294118
",0.9921568627450981,0.9912466099317312,None,0.9917189550451412,0.9921568627450981,
phpbL6t4U,0.9939620471535364,0.9939586870585444,lda,0.9939845438507836,0.9939620471535364,,0.9939620471535364,0.9939574649720264,qda,0.9939760563377152,0.9939620471535364,,0.9930994824611846,0.993096202953958,random_forest,0.9931094921833041,0.9930994824611846,,0.9930994824611846,0.9930962029539581,random_forest,0.993109492183304,0.9930994824611846,,0.979873491,0.9798426459999999,trees.RandomForest,0.979871663,0.979873491,,,,,,,,,,,,,,NA,NA,"NA
",,,None,,,
phpchCuL5,1.0,1.0,libsvm_svc,1.0,1.0,,1.0,1.0,gradient_boosting,1.0,1.0,,1.0,1.0,libsvm_svc,1.0,1.0,,1.0,1.0,extra_trees,1.0,1.0,,1.0,1.0,trees.REPTree,1.0,1.0,,,,,,,,,,,,,,bagging,1,"1
",,,None,,,
phpdReP6S,0.9321766561514196,0.9174150880639232,gradient_boosting,0.9132951517564546,0.9321766561514196,,0.9274447949526814,0.9107709513077232,random_forest,0.903586225875662,0.9274447949526814,,0.9337539432176656,0.9085632466256399,random_forest,0.9135907479199372,0.9337539432176656,,0.9290220820189274,0.9167431780230711,gradient_boosting,0.9110782580996516,0.9290220820189274,,0.9337539429999999,0.910884369,functions.MultilayerPerceptron,0.9129505729999999,0.9337539429999999,,,,,,,,,,,,,,plsda,0.938421052631579,"0.93217665615142
",0.9321766561514196,0.9119828993130186,None,0.9093211599126424,0.9321766561514196,
phpdo58hj,0.875,0.875,random_forest,0.875,0.875,,0.875,0.875,multinomial_nb,0.875,0.875,,0.8125,0.8003246753246753,random_forest,0.859375,0.8125,,0.9375,0.9377450980392156,sgd,0.9453125,0.9375,,0.875,0.875,bayes.NaiveBayesMultinomial,0.875,0.875,,,,,,,,,,,,,,rda,0.979166666666667,"0.625
",,,,,,
phpfLuQE4,0.8235897435897436,0.8233087467405907,libsvm_svc,0.8294860510640136,0.8235897435897436,,0.796923076923077,0.7969671867758978,bernoulli_nb,0.798376367689222,0.796923076923077,,0.8276923076923076,0.8275160655575281,random_forest,0.8324436728061703,0.8276923076923076,,0.813333333333333,0.8132605185539671,decision_tree,0.815076456104782,0.813333333333333,,0.7861538459999999,0.786141193,lazy.IBk,0.788458125,0.7861538459999999,,0.788034188034188,0.7937469223050039,0.788034188034188,0.786750506949198,0.9969230769230769,0.9969315965883465,0.9969230769230769,0.9969231416646266,0.8215384615384616,0.8231626044875258,0.8215384615384616,0.8215722543520994,bagging,0.847179487179487,"0.68
",,,None,,,
phpfrJpBS,0.9996913580246912,0.9996913659045028,gradient_boosting,0.9996916755575876,0.9996913580246912,,0.9969135802469136,0.9968934376308476,adaboost,0.996919911364356,0.9969135802469136,,1.0,1.0,gradient_boosting,1.0,1.0,,1.0,1.0,gradient_boosting,1.0,1.0,,0.924382716,0.924868314,trees.RandomForest,0.925490037,0.924382716,,,,,,,,,,,,,,NA,NA,"NA
",1.0,1.0,None,1.0,1.0,
phphQEck0,0.9996572268015996,0.9996573199362118,qda,0.999657702934942,0.9996572268015996,,0.9995103240022852,0.9995104920170976,random_forest,0.9995111222607056,0.9995103240022852,,0.9996409042683424,0.9996410069673536,extra_trees,0.9996414308165223,0.9996409042683424,,0.9995429690687996,0.9995430867191918,adaboost,0.9995434644794856,0.9995429690687996,,0.886933812,0.885721285,trees.RandomForest,0.8848400540000001,0.886933812,,,,,,,,,,,,,,knn,0.999553843475233,"0.999477678935771
",,,None,,,
phpkIxskf,0.9048925064142264,0.8916853910551954,random_forest,0.8922315427169594,0.9048925064142264,,0.9050694505883394,0.8977567536429263,adaboost,0.8950874455545853,0.9050694505883394,,0.9039193134566044,0.8926059849153856,random_forest,0.8913496692061796,0.9039193134566044,,0.9039193134566044,0.8926059849153856,random_forest,0.8913496692061796,0.9039193134566044,,0.899407237,0.881399058,meta.Bagging,0.8840494090000001,0.899407237,,,,,,,,,,,,,,randomForest,0.987023711218591,"0.90710430859064
",,,None,,,
phpmPOD5A,0.9500793360185524,0.9398095568946628,adaboost,0.9399971925486924,0.9500793360185524,,0.9498352251922372,0.9374996754934404,sgd,0.9398194422646742,0.9498352251922372,,0.9471500061027708,0.9409211398269652,random_forest,0.938159427298758,0.9471500061027708,,0.9440986207738312,0.925039291569364,random_forest,0.9266057502356784,0.9440986207738312,,0.94544123,0.940962477,trees.RandomForest,0.9382039529999999,0.94544123,,,,,,,,,,,,,,c50,0.950276692708333,"0.945441230318565
",,,None,,,
phpmcGu2X,0.937037037037037,0.9373938922657552,extra_trees,0.9390925953569632,0.937037037037037,,0.9555555555555556,0.955133382906688,sgd,0.956404191306152,0.9555555555555556,,0.9444444444444444,0.9423481548300424,passive_aggressive,0.9457501808890698,0.9444444444444444,,0.9481481481481482,0.9464774145438518,sgd,0.9530743063852384,0.9481481481481482,,0.818518519,0.8225764170000001,bayes.NaiveBayes,0.87696543,0.818518519,,,,,,,,,,,,,,bagging,0.946913580246914,"0.87037037037037
",,,,,,
phpn1jVwe,0.9853361945636624,0.984099162499388,adaboost,0.9840861512077336,0.9853361945636624,,0.98068669527897,0.9778532301784504,random_forest,0.9781380363304121,0.98068669527897,,0.9796137339055794,0.9765133507098668,random_forest,0.976611883307246,0.9796137339055794,,0.9792560801144492,0.9768434920769524,adaboost,0.9762984082063584,0.9792560801144492,,0.973533619,0.9670424120000001,trees.RandomForest,0.966088223,0.973533619,,,,,,,,,,,,,,bagging,0.986765231906522,"0.976394849785408
",0.9817596566523604,0.9795495689705932,None,0.9795660247727408,0.9817596566523604,
phpoOxxNn,0.8275,0.8267099428349428,passive_aggressive,0.85275,0.8275,,0.775,0.7727842851592852,random_forest,0.8170119047619048,0.775,,0.78,0.7767305333555333,random_forest,0.8158333333333334,0.78,,0.78,0.7767305333555333,random_forest,0.8158333333333334,0.78,,0.77,0.7728568240000001,functions.SimpleLogistic,0.821133929,0.77,,,,,,,,,,,,,,svm,0.999165971643036,"0.855
",,,None,,,
phpoW7Dbi,0.9867986798679867,0.9867981046971896,random_forest,0.9871415712999873,0.9867986798679867,,1.0,1.0,lda,1.0,1.0,,1.0,1.0,gradient_boosting,1.0,1.0,,1.0,1.0,xgradient_boosting,1.0,1.0,,0.894389439,0.89439174,functions.SMO,0.894471976,0.894389439,,,,,,,,,,,,,,naiveBayes,0.526952695269527,"0.488448844884488
",1.0,1.0,None,1.0,1.0,
phprAeXmK,0.9543850739087434,0.9477165597173016,random_forest,0.9480784205069898,0.9543850739087434,,0.9543627988203112,0.9476180141616024,random_forest,0.94805175239377,0.9543627988203112,,0.9543850739087434,0.9477165597173016,random_forest,0.9480784205069898,0.9543850739087434,,0.9544652642270992,0.9480509549650501,random_forest,0.9482055513708,0.9544652642270992,,0.950308733,0.940090007,rules.DecisionTable,0.94234999,0.950308733,,0.9442522163976299,0.9363443559808508,0.9442522163976299,0.9389960988805616,0.9637846772073794,0.9607888081407038,0.9637846772073794,0.9595172703911717,0.9438400470449868,0.9327455228086995,0.9438400470449868,0.9352795276044136,,,,,,None,,,
phptd5jYj,0.9423558897243108,0.9427582682648415,libsvm_svc,0.9469247860190892,0.9423558897243108,,0.9298245614035088,0.9301873062957028,adaboost,0.9360694141287792,0.9298245614035088,,0.9398496240601504,0.9402455287697544,libsvm_svc,0.9450262496175148,0.9398496240601504,,0.9223057644110276,0.9220598412525672,random_forest,0.9263359856431854,0.9223057644110276,,0.84962406,0.85072291,functions.Logistic,0.857837953,0.84962406,,,,,,,,,,,,,,rda,0.998324958123953,"0.93984962406015
",,,None,,,
phpvcoG8S,0.6257211930646812,0.6260316329364528,gradient_boosting,0.6264250807383033,0.6257211930646812,,0.6346869762543939,0.6278407603448104,bernoulli_nb,0.6316478133217033,0.6346869762543939,,0.6184388116814736,0.6175650335387469,random_forest,0.6170827984804318,0.6184388116814736,,0.6184388116814736,0.6175650335387469,random_forest,0.6170827984804318,0.6184388116814736,,0.641976774,0.625193533,bayes.BayesNet,0.644657949,0.641976774,,,,,,,,,,,,,,,,,,,None,,,
phpvtdNPU,0.9166666666666666,0.9116161616161615,extra_trees,0.9236111111111112,0.9166666666666666,,0.875,0.8393939393939394,random_forest,0.8090277777777778,0.875,,0.875,0.8722222222222222,passive_aggressive,0.8854166666666666,0.875,,0.875,0.8393939393939394,random_forest,0.8090277777777778,0.875,,0.0,0.0,None,0.0,0.0,,,,,,,,,,,,,,bagging,1,"0.625
",,,None,,,
