,sklearn_accuracy_mean,sklearn_f1_score_mean,sklearn_model_1,sklearn_precision_mean,sklearn_recall_mean,sklearn_time_mean,sklearn_e_accuracy_mean,sklearn_e_f1_score_mean,sklearn_e_model_1,sklearn_e_precision_mean,sklearn_e_recall_mean,sklearn_e_time_mean,sklearn_m_accuracy_mean,sklearn_m_f1_score_mean,sklearn_m_model_1,sklearn_m_precision_mean,sklearn_m_recall_mean,sklearn_m_time_mean,sklearn_v_accuracy_mean,sklearn_v_f1_score_mean,sklearn_v_model_1,sklearn_v_precision_mean,sklearn_v_recall_mean,sklearn_v_time_mean,autoweka_accuracy_mean,autoweka_f1_score_mean,autoweka_model_1,autoweka_precision_mean,autoweka_recall_mean,autoweka_time_mean,recipe_valid_acc,recipe_valid_precision,recipe_valid_recall,recipe_valid_f1,recipe_train_acc,recipe_train_precision,recipe_train_recall,recipe_train_f1,recipe_test_acc,recipe_test_precision,recipe_test_recall,recipe_test_f1,smartml_model,smartml_train_acc,smartml_valid_acc,tpot_accuracy_mean,tpot_f1_score_mean,tpot_model_1,tpot_precision_mean,tpot_recall_mean,tpot_time_mean
phpxijhaP,0.9821621621621619,0.9821620214366632,sgd,0.9821670464219164,0.9821621621621619,,0.9827027027027028,0.9827021366228637,libsvm_svc,0.9827383282963152,0.9827027027027028,,0.9827027027027028,0.982702338799764,lda,0.9827226501816704,0.9827027027027028,,0.9827027027027028,0.9827023387997641,lda,0.9827226501816704,0.9827027027027028,,0.984324324,0.984323706,functions.SMO,0.984369687,0.984324324,,,,,,,,,,,,,,naiveBayes,0.977117117117117,"0.982162162162162
",0.9821621621621619,0.982161687852914,None,0.9821893400369772,0.9821621621621619,
pokerhand-normalized,0.9973950921606748,0.9969547953996012,random_forest,0.9973408609985832,0.9973950921606748,,0.9956617028700616,0.9950471475261068,random_forest,0.9956527524675844,0.9956617028700616,,0.9953401093096512,0.99465859744955,random_forest,0.9953337357597648,0.9953401093096512,,0.9953401093096508,0.99465859744955,random_forest,0.995333735759765,0.9953401093096508,,0.0,0.0,None,0.0,0.0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA
",,,None,,,
schizo,0.9294117647058824,0.9290209790209788,gradient_boosting,0.9297169811320756,0.9294117647058824,,0.9882352941176472,0.988204608027822,extra_trees,0.9884615384615384,0.9882352941176472,,0.9529411764705882,0.9523584905660376,adaboost,0.9563636363636364,0.9529411764705882,,0.9176470588235294,0.9174322561947544,adaboost,0.9174825174825176,0.9176470588235294,,1.0,1.0,rules.OneR,1.0,1.0,,,,,,,,,,,,,,svm,0.623529411764706,"0.541176470588235
",0.9529411764705882,0.9532879818594104,None,0.9578947368421052,0.9529411764705882,
shuttle,0.9997931034482759,0.9997922984775232,gradient_boosting,0.9997974381088434,0.9997931034482759,,0.9998620689655172,0.999862708946013,adaboost,0.9998663793103448,0.9998620689655172,,0.9998620689655172,0.9998716475095786,gradient_boosting,0.9999014778325124,0.9998620689655172,,0.9997241379310344,0.99968493806656,random_forest,0.9997439655172414,0.9997241379310344,,0.9987586209999999,0.998532648,trees.REPTree,0.998415045,0.9987586209999999,,,,,,,,,,,,,,c50,0.999977011494253,"0.999793103448276
",,,None,,,
solar-flare_1,0.6708860759493671,0.6851797337520034,gradient_boosting,0.7013233601841197,0.6708860759493671,,0.6708860759493671,0.6890619928594612,libsvm_svc,0.7151898734177216,0.6708860759493671,,0.6835443037974683,0.7020685396727385,adaboost,0.7257383966244725,0.6835443037974683,,0.7088607594936709,0.7318221960553429,libsvm_svc,0.7582278481012658,0.7088607594936709,,0.797468354,0.7835184709999999,lazy.LWL,0.771178189,0.797468354,,,,,,,,,,,,,,randomForest,0.847457627118644,"0.734177215189873
",0.7468354430379747,0.7351535146781578,None,0.7242616033755275,0.7468354430379747,
synthetic_control,0.98,0.97983789260385,qda,0.981818181818182,0.98,,0.9666666666666668,0.9665385509042326,libsvm_svc,0.9675933667781494,0.9666666666666668,,0.9666666666666668,0.9663964876730834,libsvm_svc,0.968181818181818,0.9666666666666668,,0.9666666666666668,0.9664831917491492,gradient_boosting,0.9694725028058362,0.9666666666666668,,0.96,0.95993042,functions.MultilayerPerceptron,0.9603460159999999,0.96,,,,,,,,,,,,,,rda,1,"0.966666666666667
",0.98,0.9799346082519028,None,0.9810897435897435,0.98,
tumors_C,0.6,0.6,libsvm_svc,0.6,0.6,,0.6,0.6,lda,0.6,0.6,,0.6,0.6,gradient_boosting,0.6,0.6,,0.5333333333333333,0.5481481481481479,lda,0.5666666666666667,0.5333333333333333,,0.6,0.6,functions.SMO,0.6,0.6,,,,,,,,,,,,,,svm,0.933333333333333,"0.266666666666667
",,,,,,
umistfacescropped,0.9699074074074074,0.972134088904922,random_forest,0.9835868606701941,0.9699074074074074,,0.9675925925925926,0.9698192239858904,random_forest,0.9831238977072312,0.9675925925925926,,0.9652777777777778,0.9674272486772488,random_forest,0.981746031746032,0.9652777777777778,,0.9652777777777779,0.9674272486772488,random_forest,0.9817460317460319,0.9652777777777779,,0.0,0.0,None,0.0,0.0,,0.9846153846153847,0.9868589743589745,0.9846153846153847,0.9844982368059291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,svm,1,"0.993055555555556
",,,None,,,
vowel,1.0,1.0,libsvm_svc,1.0,1.0,,1.0,1.0,k_nearest_neighbors,1.0,1.0,,1.0,1.0,gradient_boosting,1.0,1.0,,0.9973118279569888,0.997311059050222,gradient_boosting,0.9973788178902779,0.9973118279569888,,1.0,1.0,lazy.IBk,1.0,1.0,,0.9910313901345291,0.9910313901345291,0.9910313901345291,0.9910313901345291,1.0,1.0,1.0,1.0,0.9153225806451613,0.8378154266389178,0.9153225806451613,0.874855687606112,part,1,"0.987903225806452
",1.0,1.0,None,1.0,1.0,
wine-quality-red,0.6708333333333334,0.6505704401397118,adaboost,0.6392448548486623,0.6708333333333334,,0.6733333333333333,0.6506368288769323,adaboost,0.6381880009287095,0.6733333333333333,,0.665,0.6459268773895825,random_forest,0.6350342296408531,0.665,,0.671666666666667,0.6519772977179129,random_forest,0.639153867466157,0.671666666666667,,0.6975,0.679235335,trees.RandomForest,0.6703716789999999,0.6975,,0.6361111111111111,0.61001036001036,0.6361111111111111,0.6217997559267922,0.854045037531276,0.8544640353517308,0.854045037531276,0.8532716540068788,0.6125,0.6003063025210084,0.6125,0.5995153604305339,bagging,0.689741451209341,"0.6125
",0.6883333333333334,0.6677834102489371,None,0.6553652926459007,0.6883333333333334,
