,dataset,sklearn_accuracy_mean,sklearn_f1_score_mean,sklearn_precision_mean,sklearn_recall_mean,sklearn_time_mean,sklearn_e_accuracy_mean,sklearn_e_f1_score_mean,sklearn_e_precision_mean,sklearn_e_recall_mean,sklearn_e_time_mean,sklearn_m_accuracy_mean,sklearn_m_f1_score_mean,sklearn_m_precision_mean,sklearn_m_recall_mean,sklearn_m_time_mean,sklearn_v_accuracy_mean,sklearn_v_f1_score_mean,sklearn_v_precision_mean,sklearn_v_recall_mean,sklearn_v_time_mean,autoweka_accuracy_mean,autoweka_f1_score_mean,autoweka_precision_mean,autoweka_recall_mean,autoweka_time_mean,recipe_valid_acc,recipe_valid_precision,recipe_valid_recall,recipe_valid_f1,recipe_train_acc,recipe_train_precision,recipe_train_recall,recipe_train_f1,recipe_test_acc,recipe_test_precision,recipe_test_recall,recipe_test_f1,smartml_model,smartml_train_acc,smartml_valid_acc,tpot_accuracy_mean,tpot_f1_score_mean,tpot_precision_mean,tpot_recall_mean,tpot_time_mean
9,aaaData_for_UCI_named,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3452,0.11916304,0.3452,0.17716776687481414,,,,1.0,1.0,1.0,1.0,
3,AirlinesCodrnaAdult,,,,,,0.7960670832126043,0.7967290782043843,0.8019200411450859,0.7960670832126043,,0.7868780600153048,0.7870621017252354,0.7873383340652366,0.7868780600153048,,0.7894424673784105,0.7895499719325464,0.7976095372850586,0.7894424673784105,,0.6548302736275899,0.6497946434135937,0.6971944887157949,0.6548302736275899,,,,,,,,,,,,,,,,,,,,,
4,Amazon,0.7688888888888888,0.7619657656134167,0.8259343693343694,0.7688888888888888,,0.8204444444444444,0.8146588177466679,0.8545284912618246,0.8204444444444444,,0.7253333333333334,0.716842468179881,0.7549612338279004,0.7253333333333334,,0.7671111111111112,0.7627792108353134,0.8064677692677694,0.7671111111111112,,0.5173333333333333,0.5170484657642553,0.5522736781736782,0.5173333333333333,,,,,,,,,,,,,,,,,,,,,
10,analcatdata_authorship,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.995260663507109,0.9952581533761158,0.9953184602936076,0.995260663507109,,0.990521327014218,0.9905288365262666,0.9907846234860452,0.990521327014218,,0.985781990521327,0.9857882536857157,0.9858562512515854,0.985781990521327,,0.9894179894179894,0.9897079075161268,0.9894179894179894,0.9894125053743628,1.0,1.0,1.0,1.0,0.990521327014218,0.9907497287729116,0.990521327014218,0.9905360355173202,rda,0.9984126984126981,"0.995260663507109
",0.995260663507109,0.995262751228572,0.9953274147253188,0.995260663507109,
0,AP_Breast_Lung,0.9717514124293783,0.9716750716380989,0.9717131433980885,0.9717514124293783,,0.9689265536723164,0.9688883832766764,0.9689074191566712,0.9689265536723164,,0.9661016949152542,0.9658682496797314,0.965973096098128,0.9661016949152542,,0.963276836158192,0.9630815613183092,0.9631673718567108,0.963276836158192,,0.0,0.0,0.0,0.0,,0.8962264150943396,0.8951958885085228,0.8962264150943396,0.8956135079918279,1.0,1.0,1.0,1.0,0.7118644067796609,0.5067509336397586,0.7118644067796609,0.5920456452424904,,,,,,,,
1,AP_Omentum_Ovary,0.8260869565217391,0.8138731439653121,0.8224905698589909,0.8260869565217391,,0.8647342995169082,0.8578828615577804,0.8650110490690199,0.8647342995169082,,0.7922705314009661,0.7808160302505801,0.785418321277791,0.7922705314009661,,0.8164251207729469,0.7954341048473594,0.8187511182680266,0.8164251207729469,,0.0,0.0,0.0,0.0,,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.9708737864077671,0.9736477115117892,0.9708737864077671,0.9713026998271048,0.7971014492753623,0.7975927290591992,0.7971014492753623,0.7726784755770261,,,,0.8333333333333333,0.8146478129307035,0.8449126746334075,0.8333333333333333,
2,AP_Prostate_Ovary,1.0,1.0,1.0,1.0,,0.9900497512437808,0.9900419541158486,0.9904955740776636,0.9900497512437808,,0.9850746268656716,0.9846738091582676,0.9855204496995542,0.9850746268656716,,0.9850746268656716,0.9848445844173628,0.9853459972862958,0.9850746268656716,,0.9701492537313432,0.9701492537313432,0.9701492537313432,0.9701492537313432,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8059701492537313,0.649587881488082,0.8059701492537313,0.7193783150363883,bagging,1.0,"1
",0.9850746268656716,0.9848445844173628,0.9853459972862958,0.9850746268656716,
11,arrhythmia,0.8407079646017699,0.8393225974374904,0.8515043099240235,0.8407079646017699,,0.8761061946902655,0.8745722713864307,0.8937003742698241,0.8761061946902655,,0.8584070796460177,0.8566540244416351,0.8751267970198326,0.8584070796460177,,0.8053097345132744,0.8020504108723134,0.8249200216045536,0.8053097345132744,,0.8053097345132744,0.8028992836072482,0.8194060652698589,0.8053097345132744,,0.7843137254901961,0.7880586196742849,0.7843137254901961,0.7849812265331665,1.0,1.0,1.0,1.0,0.5398230088495575,0.7613897082923632,0.5398230088495575,0.4198004497886829,naiveBayes,0.702064896755162,"0.654867256637168
",0.8230088495575221,0.8200458280657394,0.8438240059827994,0.8230088495575221,
12,audiology,0.9298245614035088,0.9310113519091848,0.9347728295096716,0.9298245614035088,,0.9649122807017544,0.9641604010025062,0.9665442676458588,0.9649122807017544,,0.9473684210526316,0.9478409829287022,0.9489938080495356,0.9473684210526316,,0.9298245614035088,0.9310113519091848,0.9347728295096716,0.9298245614035088,,0.9298245614035088,0.9283208020050124,0.929766276155505,0.9298245614035088,,0.9215686274509804,0.9411764705882352,0.9215686274509804,0.9250511015216898,1.0,1.0,1.0,1.0,0.9298245614035088,0.929766276155505,0.9298245614035088,0.9283208020050124,svm,1.0,"0.894736842105263
",0.8771929824561403,0.8693508995989334,0.8806601483947022,0.8771929824561403,
13,avila-tr,0.9984665516580408,0.9984653500736574,0.9984707842509448,0.9984665516580408,,0.9967414222733372,0.9967324861260024,0.9967552282014964,0.9967414222733372,,0.9988499137435308,0.9988488377681072,0.9988555266734706,0.9988499137435308,,0.9978915085298063,0.997889257688552,0.9979006593120264,0.9978915085298063,,0.9994249568717654,0.9994574016875308,0.9995249924327938,0.9994249568717654,,0.9982960596379128,0.9983364899140212,0.9982960596379128,0.9983020996919062,1.0,1.0,1.0,1.0,0.9505462909718227,0.9523934382691982,0.9505462909718227,0.9496322483241364,c50,1.0,"0.998849913743531
",0.9984665516580408,0.9984644807433872,0.998468329851037,0.9984665516580408,
